,sentence1,sentence2,score,label,label_name,emoji_list,shuffled_sentence2,shuffled_emoji_list,num_emojis,is_repeating_emojis
1687,low bow,[EM]woman bowing[EM]man bowing[EM],1.0,0,emoji_annotations_text,"[':woman_bowing:', ':man_bowing:']",[EM]man bowing[EM]woman bowing[EM],"[':man_bowing:', ':woman_bowing:']",2,False
1906,thin soup,[EM]pot of food[EM]thumbs down[EM],1.0,0,emoji_annotations_text,"[':pot_of_food:', ':thumbs_down:']",[EM]thumbs down[EM]pot of food[EM],"[':thumbs_down:', ':pot_of_food:']",2,False
1241,full game,[EM]video game[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':video_game:', ':hundred_points:']",[EM]hundred points[EM]video game[EM],"[':hundred_points:', ':video_game:']",2,False
3316,dry climate,[EM]hot springs[EM]globe showing Americas[EM]thermometer[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':globe_showing_Americas:', ':thermometer:']",[EM]globe showing Americas[EM]hot springs[EM]thermometer[EM],"[':globe_showing_Americas:', ':hot_springs:', ':thermometer:']",3,False
2674,high building,[EM]TOP arrow[EM]Tokyo tower[EM],1.0,0,emoji_annotations_text,"[':TOP_arrow:', ':Tokyo_tower:']",[EM]Tokyo tower[EM]TOP arrow[EM],"[':Tokyo_tower:', ':TOP_arrow:']",2,False
446,dark purpose,[EM]new moon[EM]face with crossed-out eyes[EM]skull[EM],1.0,0,emoji_annotations_text,"[':new_moon:', ':face_with_crossed-out_eyes:', ':skull:']",[EM]face with crossed-out eyes[EM]new moon[EM]skull[EM],"[':face_with_crossed-out_eyes:', ':new_moon:', ':skull:']",3,False
464,right bank,[EM]right arrow[EM]bank[EM]money bag[EM],1.0,0,emoji_annotations_text,"[':right_arrow:', ':bank:', ':money_bag:']",[EM]bank[EM]right arrow[EM]money bag[EM],"[':bank:', ':right_arrow:', ':money_bag:']",3,False
279,bright future,[EM]hourglass not done[EM]fast-forward button[EM]thumbs up[EM]thumbs up[EM],1.0,0,emoji_annotations_text,"[':hourglass_not_done:', ':fast-forward_button:', ':thumbs_up:', ':thumbs_up:']",[EM]fast-forward button[EM]hourglass not done[EM]thumbs up[EM]thumbs up[EM],"[':fast-forward_button:', ':hourglass_not_done:', ':thumbs_up:', ':thumbs_up:']",4,False
2460,unclear action,[EM]cross mark[EM]chess pawn[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':chess_pawn:']",[EM]chess pawn[EM]cross mark[EM],"[':chess_pawn:', ':cross_mark:']",2,False
1439,remarkable sight,[EM]star-struck[EM]exploding head[EM]fireworks[EM],1.0,0,emoji_annotations_text,"[':star-struck:', ':exploding_head:', ':fireworks:']",[EM]exploding head[EM]star-struck[EM]fireworks[EM],"[':exploding_head:', ':star-struck:', ':fireworks:']",3,False
142,hot doll,[EM]hot springs[EM]nesting dolls[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':nesting_dolls:']",[EM]nesting dolls[EM]hot springs[EM],"[':nesting_dolls:', ':hot_springs:']",2,False
2585,deep sleep,[EM]sleeping face[EM]sleeping face[EM],1.0,0,emoji_annotations_text,"[':sleeping_face:', ':sleeping_face:']",[EM]sleeping face[EM]sleeping face[EM],"[':sleeping_face:', ':sleeping_face:']",2,True
1035,common procedure,[EM]busts in silhouette[EM]syringe[EM]stethoscope[EM]adhesive bandage[EM]drop of blood[EM]health worker[EM]busts in silhouette[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':syringe:', ':stethoscope:', ':adhesive_bandage:', ':drop_of_blood:', ':health_worker:', ':busts_in_silhouette:']",[EM]syringe[EM]busts in silhouette[EM]stethoscope[EM]adhesive bandage[EM]drop of blood[EM]health worker[EM]busts in silhouette[EM],"[':syringe:', ':busts_in_silhouette:', ':stethoscope:', ':adhesive_bandage:', ':drop_of_blood:', ':health_worker:', ':busts_in_silhouette:']",7,False
3589,sound explanation,[EM]thinking face[EM]brain[EM]speaking head[EM]slightly smiling face[EM]OK button[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':brain:', ':speaking_head:', ':slightly_smiling_face:', ':OK_button:']",[EM]brain[EM]thinking face[EM]speaking head[EM]slightly smiling face[EM]OK button[EM],"[':brain:', ':thinking_face:', ':speaking_head:', ':slightly_smiling_face:', ':OK_button:']",5,False
3381,foreign accent,[EM]France[EM]Japan[EM]woman curly hair[EM],1.0,0,emoji_annotations_text,"[':France:', ':Japan:', ':woman_curly_hair:']",[EM]Japan[EM]France[EM]woman curly hair[EM],"[':Japan:', ':France:', ':woman_curly_hair:']",3,False
520,right decision,[EM]thinking face[EM]check mark button[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':check_mark_button:']",[EM]check mark button[EM]thinking face[EM],"[':check_mark_button:', ':thinking_face:']",2,False
103,big tipper,[EM]pancakes[EM]money with wings[EM],1.0,0,emoji_annotations_text,"[':pancakes:', ':money_with_wings:']",[EM]money with wings[EM]pancakes[EM],"[':money_with_wings:', ':pancakes:']",2,False
1771,critical mass,[EM]red exclamation mark[EM]balance scale[EM]elephant[EM],1.0,0,emoji_annotations_text,"[':red_exclamation_mark:', ':balance_scale:', ':elephant:']",[EM]balance scale[EM]red exclamation mark[EM]elephant[EM],"[':balance_scale:', ':red_exclamation_mark:', ':elephant:']",3,False
2796,high river,[EM]TOP arrow[EM]water wave[EM]national park[EM],1.0,0,emoji_annotations_text,"[':TOP_arrow:', ':water_wave:', ':national_park:']",[EM]water wave[EM]TOP arrow[EM]national park[EM],"[':water_wave:', ':TOP_arrow:', ':national_park:']",3,False
1923,thin air,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:'],[EM]fog[EM],[':fog:'],1,False
734,short month,[EM]hourglass done[EM]spiral calendar[EM],1.0,0,emoji_annotations_text,"[':hourglass_done:', ':spiral_calendar:']",[EM]spiral calendar[EM]hourglass done[EM],"[':spiral_calendar:', ':hourglass_done:']",2,False
3627,sound thrashing,[EM]pouting face[EM]broom[EM]loudly crying face[EM],1.0,0,emoji_annotations_text,"[':pouting_face:', ':broom:', ':loudly_crying_face:']",[EM]broom[EM]pouting face[EM]loudly crying face[EM],"[':broom:', ':pouting_face:', ':loudly_crying_face:']",3,False
137,hot doll,[EM]nesting dolls[EM]fire[EM]fire[EM],1.0,0,emoji_annotations_text,"[':nesting_dolls:', ':fire:', ':fire:']",[EM]fire[EM]nesting dolls[EM]fire[EM],"[':fire:', ':nesting_dolls:', ':fire:']",3,False
3276,dry critique,[EM]man pouting[EM]speaking head[EM]speech balloon[EM],1.0,0,emoji_annotations_text,"[':man_pouting:', ':speaking_head:', ':speech_balloon:']",[EM]speaking head[EM]man pouting[EM]speech balloon[EM],"[':speaking_head:', ':man_pouting:', ':speech_balloon:']",3,False
1226,heavy fog,[EM]fog[EM]face in clouds[EM],1.0,0,emoji_annotations_text,"[':fog:', ':face_in_clouds:']",[EM]face in clouds[EM]fog[EM],"[':face_in_clouds:', ':fog:']",2,False
2562,deep concentration,[EM]hole[EM]shushing face[EM],1.0,0,emoji_annotations_text,"[':hole:', ':shushing_face:']",[EM]shushing face[EM]hole[EM],"[':shushing_face:', ':hole:']",2,False
41,big voice,[EM]speaking head[EM]anger symbol[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':anger_symbol:']",[EM]anger symbol[EM]speaking head[EM],"[':anger_symbol:', ':speaking_head:']",2,False
2482,deep trance,[EM]face with spiral eyes[EM],1.0,0,emoji_annotations_text,[':face_with_spiral_eyes:'],[EM]face with spiral eyes[EM],[':face_with_spiral_eyes:'],1,False
3209,internal sense,[EM]thinking face[EM]person shrugging[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':person_shrugging:']",[EM]person shrugging[EM]thinking face[EM],"[':person_shrugging:', ':thinking_face:']",2,False
406,dark undercurrent,[EM]black circle[EM]water wave[EM],1.0,0,emoji_annotations_text,"[':black_circle:', ':water_wave:']",[EM]water wave[EM]black circle[EM],"[':water_wave:', ':black_circle:']",2,False
996,dirty overall,[EM]nauseated face[EM]face vomiting[EM]unamused face[EM],1.0,0,emoji_annotations_text,"[':nauseated_face:', ':face_vomiting:', ':unamused_face:']",[EM]face vomiting[EM]nauseated face[EM]unamused face[EM],"[':face_vomiting:', ':nauseated_face:', ':unamused_face:']",3,False
997,dirty overall,[EM]face with spiral eyes[EM]confounded face[EM]backhand index pointing right[EM]bathtub[EM],1.0,0,emoji_annotations_text,"[':face_with_spiral_eyes:', ':confounded_face:', ':backhand_index_pointing_right:', ':bathtub:']",[EM]confounded face[EM]face with spiral eyes[EM]backhand index pointing right[EM]bathtub[EM],"[':confounded_face:', ':face_with_spiral_eyes:', ':backhand_index_pointing_right:', ':bathtub:']",4,False
2354,clear case,[EM]window[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':window:', ':briefcase:']",[EM]briefcase[EM]window[EM],"[':briefcase:', ':window:']",2,False
2027,wrong paper,[EM]woman gesturing NO[EM]page with curl[EM],1.0,0,emoji_annotations_text,"[':woman_gesturing_NO:', ':page_with_curl:']",[EM]page with curl[EM]woman gesturing NO[EM],"[':page_with_curl:', ':woman_gesturing_NO:']",2,False
1405,ample waistline,[EM]pregnant woman[EM]chart increasing[EM],1.0,0,emoji_annotations_text,"[':pregnant_woman:', ':chart_increasing:']",[EM]chart increasing[EM]pregnant woman[EM],"[':chart_increasing:', ':pregnant_woman:']",2,False
2112,wrong information,[EM]woman gesturing NO[EM]information[EM],1.0,0,emoji_annotations_text,"[':woman_gesturing_NO:', ':information:']",[EM]information[EM]woman gesturing NO[EM],"[':information:', ':woman_gesturing_NO:']",2,False
1324,little boy,[EM]boy[EM]backhand index pointing left[EM]baby[EM],1.0,0,emoji_annotations_text,"[':boy:', ':backhand_index_pointing_left:', ':baby:']",[EM]backhand index pointing left[EM]boy[EM]baby[EM],"[':backhand_index_pointing_left:', ':boy:', ':baby:']",3,False
1137,common man,[EM]man light skin tone[EM],1.0,0,emoji_annotations_text,[':man_light_skin_tone:'],[EM]man light skin tone[EM],[':man_light_skin_tone:'],1,False
3464,delicate wing,[EM]cross mark[EM]flexed biceps light skin tone[EM]butterfly[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':butterfly:']",[EM]flexed biceps light skin tone[EM]cross mark[EM]butterfly[EM],"[':flexed_biceps_light_skin_tone:', ':cross_mark:', ':butterfly:']",3,False
805,far side,[EM]sleepy face[EM]backhand index pointing right[EM],1.0,0,emoji_annotations_text,"[':sleepy_face:', ':backhand_index_pointing_right:']",[EM]backhand index pointing right[EM]sleepy face[EM],"[':backhand_index_pointing_right:', ':sleepy_face:']",2,False
3502,delicate flavor,[EM]tongue[EM]thinking face[EM],1.0,0,emoji_annotations_text,"[':tongue:', ':thinking_face:']",[EM]thinking face[EM]tongue[EM],"[':thinking_face:', ':tongue:']",2,False
945,dirty slum,[EM]fly[EM]house[EM],1.0,0,emoji_annotations_text,"[':fly:', ':house:']",[EM]house[EM]fly[EM],"[':house:', ':fly:']",2,False
3533,fresh scent,[EM]NEW button[EM]nose[EM],1.0,0,emoji_annotations_text,"[':NEW_button:', ':nose:']",[EM]nose[EM]NEW button[EM],"[':nose:', ':NEW_button:']",2,False
3139,intelligent solution,[EM]brain[EM]light bulb[EM],1.0,0,emoji_annotations_text,"[':brain:', ':light_bulb:']",[EM]light bulb[EM]brain[EM],"[':light_bulb:', ':brain:']",2,False
1978,thick smoke,[EM]volcano[EM]volcano[EM]volcano[EM]face with medical mask[EM],1.0,0,emoji_annotations_text,"[':volcano:', ':volcano:', ':volcano:', ':face_with_medical_mask:']",[EM]volcano[EM]volcano[EM]volcano[EM]face with medical mask[EM],"[':volcano:', ':volcano:', ':volcano:', ':face_with_medical_mask:']",4,False
851,average people,[EM]man[EM]person[EM]woman[EM]girl[EM],1.0,0,emoji_annotations_text,"[':man:', ':person:', ':woman:', ':girl:']",[EM]person[EM]man[EM]woman[EM]girl[EM],"[':person:', ':man:', ':woman:', ':girl:']",4,False
56,big group,[EM]busts in silhouette[EM]busts in silhouette[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':busts_in_silhouette:']",[EM]busts in silhouette[EM]busts in silhouette[EM],"[':busts_in_silhouette:', ':busts_in_silhouette:']",2,True
834,far country,[EM]luggage[EM]airplane departure[EM]twelve-thirty[EM],1.0,0,emoji_annotations_text,"[':luggage:', ':airplane_departure:', ':twelve-thirty:']",[EM]airplane departure[EM]luggage[EM]twelve-thirty[EM],"[':airplane_departure:', ':luggage:', ':twelve-thirty:']",3,False
1924,thin air,[EM]hot springs[EM],1.0,0,emoji_annotations_text,[':hot_springs:'],[EM]hot springs[EM],[':hot_springs:'],1,False
1142,common man,[EM]man[EM],1.0,0,emoji_annotations_text,[':man:'],[EM]man[EM],[':man:'],1,False
2026,wrong paper,[EM]cross mark[EM]scroll[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':scroll:']",[EM]scroll[EM]cross mark[EM],"[':scroll:', ':cross_mark:']",2,False
2405,clear glass,[EM]magnifying glass tilted right[EM]glass of milk[EM],1.0,0,emoji_annotations_text,"[':magnifying_glass_tilted_right:', ':glass_of_milk:']",[EM]glass of milk[EM]magnifying glass tilted right[EM],"[':glass_of_milk:', ':magnifying_glass_tilted_right:']",2,False
1293,full glass,[EM]glass of milk[EM]clinking glasses[EM],1.0,0,emoji_annotations_text,"[':glass_of_milk:', ':clinking_glasses:']",[EM]clinking glasses[EM]glass of milk[EM],"[':clinking_glasses:', ':glass_of_milk:']",2,False
57,big group,[EM]family woman woman boy boy[EM]family woman woman boy boy[EM]family woman woman boy boy[EM]family woman woman boy boy[EM]family woman woman boy boy[EM],1.0,0,emoji_annotations_text,"[':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:']",[EM]family woman woman boy boy[EM]family woman woman boy boy[EM]family woman woman boy boy[EM]family woman woman boy boy[EM]family woman woman boy boy[EM],"[':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:']",5,True
823,far trek,[EM]man walking[EM]hiking boot[EM],1.0,0,emoji_annotations_text,"[':man_walking:', ':hiking_boot:']",[EM]hiking boot[EM]man walking[EM],"[':hiking_boot:', ':man_walking:']",2,False
2081,wrong way,[EM]cross mark[EM]compass[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':compass:']",[EM]compass[EM]cross mark[EM],"[':compass:', ':cross_mark:']",2,False
1120,common housefly,[EM]fly[EM]neutral face[EM],1.0,0,emoji_annotations_text,"[':fly:', ':neutral_face:']",[EM]neutral face[EM]fly[EM],"[':neutral_face:', ':fly:']",2,False
1308,full life,[EM]hot face[EM]rolling on the floor laughing[EM]hot face[EM]rolling on the floor laughing[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':rolling_on_the_floor_laughing:', ':hot_face:', ':rolling_on_the_floor_laughing:']",[EM]rolling on the floor laughing[EM]hot face[EM]hot face[EM]rolling on the floor laughing[EM],"[':rolling_on_the_floor_laughing:', ':hot_face:', ':hot_face:', ':rolling_on_the_floor_laughing:']",4,False
2598,deep breath,[EM]face exhaling[EM]face exhaling[EM]face exhaling[EM],1.0,0,emoji_annotations_text,"[':face_exhaling:', ':face_exhaling:', ':face_exhaling:']",[EM]face exhaling[EM]face exhaling[EM]face exhaling[EM],"[':face_exhaling:', ':face_exhaling:', ':face_exhaling:']",3,True
2851,cool relation,[EM]COOL button[EM]people holding hands[EM],1.0,0,emoji_annotations_text,"[':COOL_button:', ':people_holding_hands:']",[EM]people holding hands[EM]COOL button[EM],"[':people_holding_hands:', ':COOL_button:']",2,False
2568,deep concentration,[EM]open book[EM],1.0,0,emoji_annotations_text,[':open_book:'],[EM]open book[EM],[':open_book:'],1,False
350,dark shadow,[EM]sunglasses[EM]sunglasses[EM]bust in silhouette[EM],1.0,0,emoji_annotations_text,"[':sunglasses:', ':sunglasses:', ':bust_in_silhouette:']",[EM]sunglasses[EM]sunglasses[EM]bust in silhouette[EM],"[':sunglasses:', ':sunglasses:', ':bust_in_silhouette:']",3,False
1666,low ceiling,[EM]down-right arrow[EM]houses[EM],1.0,0,emoji_annotations_text,"[':down-right_arrow:', ':houses:']",[EM]houses[EM]down-right arrow[EM],"[':houses:', ':down-right_arrow:']",2,False
900,dirty job,[EM]toilet[EM]construction worker[EM]hammer and wrench[EM],1.0,0,emoji_annotations_text,"[':toilet:', ':construction_worker:', ':hammer_and_wrench:']",[EM]construction worker[EM]toilet[EM]hammer and wrench[EM],"[':construction_worker:', ':toilet:', ':hammer_and_wrench:']",3,False
2639,high forehead,[EM]ladder[EM]woman facepalming light skin tone[EM],1.0,0,emoji_annotations_text,"[':ladder:', ':woman_facepalming_light_skin_tone:']",[EM]woman facepalming light skin tone[EM]ladder[EM],"[':woman_facepalming_light_skin_tone:', ':ladder:']",2,False
2043,wrong road,[EM]cross mark[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':motorway:']",[EM]motorway[EM]cross mark[EM],"[':motorway:', ':cross_mark:']",2,False
819,far trek,[EM]woman walking[EM]person walking[EM]sweat droplets[EM],1.0,0,emoji_annotations_text,"[':woman_walking:', ':person_walking:', ':sweat_droplets:']",[EM]person walking[EM]woman walking[EM]sweat droplets[EM],"[':person_walking:', ':woman_walking:', ':sweat_droplets:']",3,False
2584,deep sleep,[EM]sleepy face[EM]zzz[EM],1.0,0,emoji_annotations_text,"[':sleepy_face:', ':zzz:']",[EM]zzz[EM]sleepy face[EM],"[':zzz:', ':sleepy_face:']",2,False
534,right answer,[EM]hundred points[EM],1.0,0,emoji_annotations_text,[':hundred_points:'],[EM]hundred points[EM],[':hundred_points:'],1,False
1669,low ceiling,[EM]house[EM]collision[EM],1.0,0,emoji_annotations_text,"[':house:', ':collision:']",[EM]collision[EM]house[EM],"[':collision:', ':house:']",2,False
961,dirty work,[EM]thumbs down[EM]memo[EM],1.0,0,emoji_annotations_text,"[':thumbs_down:', ':memo:']",[EM]memo[EM]thumbs down[EM],"[':memo:', ':thumbs_down:']",2,False
948,dirty slum,[EM]face vomiting[EM]hut[EM],1.0,0,emoji_annotations_text,"[':face_vomiting:', ':hut:']",[EM]hut[EM]face vomiting[EM],"[':hut:', ':face_vomiting:']",2,False
3554,fresh lettuce,[EM]soap[EM]leafy green[EM],1.0,0,emoji_annotations_text,"[':soap:', ':leafy_green:']",[EM]leafy green[EM]soap[EM],"[':leafy_green:', ':soap:']",2,False
2719,high temperature,[EM]face with thermometer[EM],1.0,0,emoji_annotations_text,[':face_with_thermometer:'],[EM]face with thermometer[EM],[':face_with_thermometer:'],1,False
68,big man,[EM]man beard[EM]astonished face[EM]up arrow[EM],1.0,0,emoji_annotations_text,"[':man_beard:', ':astonished_face:', ':up_arrow:']",[EM]astonished face[EM]man beard[EM]up arrow[EM],"[':astonished_face:', ':man_beard:', ':up_arrow:']",3,False
1891,thin oil,[EM]pinching hand[EM]diya lamp[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':diya_lamp:']",[EM]diya lamp[EM]pinching hand[EM],"[':diya_lamp:', ':pinching_hand:']",2,False
966,dirty work,[EM]pile of poo[EM]rescue worker’s helmet[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':pile_of_poo:', ':rescue_worker’s_helmet:', ':briefcase:']",[EM]rescue worker’s helmet[EM]pile of poo[EM]briefcase[EM],"[':rescue_worker’s_helmet:', ':pile_of_poo:', ':briefcase:']",3,False
3089,ineffectual therapy,[EM]thumbs down[EM]person getting massage[EM],1.0,0,emoji_annotations_text,"[':thumbs_down:', ':person_getting_massage:']",[EM]person getting massage[EM]thumbs down[EM],"[':person_getting_massage:', ':thumbs_down:']",2,False
1788,critical stage,[EM]check mark[EM]thumbs up[EM]cross mark[EM]skull and crossbones[EM],1.0,0,emoji_annotations_text,"[':check_mark:', ':thumbs_up:', ':cross_mark:', ':skull_and_crossbones:']",[EM]thumbs up[EM]check mark[EM]cross mark[EM]skull and crossbones[EM],"[':thumbs_up:', ':check_mark:', ':cross_mark:', ':skull_and_crossbones:']",4,False
1957,thick soup,[EM]pot of food[EM]pot of food[EM]thumbs up[EM],1.0,0,emoji_annotations_text,"[':pot_of_food:', ':pot_of_food:', ':thumbs_up:']",[EM]pot of food[EM]pot of food[EM]thumbs up[EM],"[':pot_of_food:', ':pot_of_food:', ':thumbs_up:']",3,False
2317,clear indication,[EM]astonished face[EM]astonished face[EM]OK button[EM],1.0,0,emoji_annotations_text,"[':astonished_face:', ':astonished_face:', ':OK_button:']",[EM]astonished face[EM]astonished face[EM]OK button[EM],"[':astonished_face:', ':astonished_face:', ':OK_button:']",3,False
2834,cool drink,[EM]COOL button[EM]cup with straw[EM],1.0,0,emoji_annotations_text,"[':COOL_button:', ':cup_with_straw:']",[EM]cup with straw[EM]COOL button[EM],"[':cup_with_straw:', ':COOL_button:']",2,False
2199,warm debate,[EM]speaking head[EM]fire[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':fire:', ':speaking_head:']",[EM]fire[EM]speaking head[EM]speaking head[EM],"[':fire:', ':speaking_head:', ':speaking_head:']",3,False
2062,wrong cheating,[EM]person gesturing NO[EM]kiss woman man[EM]broken heart[EM],1.0,0,emoji_annotations_text,"[':person_gesturing_NO:', ':kiss_woman_man:', ':broken_heart:']",[EM]kiss woman man[EM]person gesturing NO[EM]broken heart[EM],"[':kiss_woman_man:', ':person_gesturing_NO:', ':broken_heart:']",3,False
3535,fresh scent,[EM]tangerine[EM]lemon[EM]nose[EM],1.0,0,emoji_annotations_text,"[':tangerine:', ':lemon:', ':nose:']",[EM]lemon[EM]tangerine[EM]nose[EM],"[':lemon:', ':tangerine:', ':nose:']",3,False
207,hot merchandise,[EM]fire[EM]label[EM],1.0,0,emoji_annotations_text,"[':fire:', ':label:']",[EM]label[EM]fire[EM],"[':label:', ':fire:']",2,False
1458,dull mood,[EM]yawning face[EM]unamused face[EM],1.0,0,emoji_annotations_text,"[':yawning_face:', ':unamused_face:']",[EM]unamused face[EM]yawning face[EM],"[':unamused_face:', ':yawning_face:']",2,False
2282,warm personality,[EM]hot face[EM]handshake[EM]waving hand[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':handshake:', ':waving_hand:']",[EM]handshake[EM]hot face[EM]waving hand[EM],"[':handshake:', ':hot_face:', ':waving_hand:']",3,False
1597,low hill,[EM]down arrow[EM]snow-capped mountain[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':snow-capped_mountain:']",[EM]snow-capped mountain[EM]down arrow[EM],"[':snow-capped_mountain:', ':down_arrow:']",2,False
1490,dull sky,[EM]sun behind large cloud[EM]cloud with rain[EM]window[EM],1.0,0,emoji_annotations_text,"[':sun_behind_large_cloud:', ':cloud_with_rain:', ':window:']",[EM]cloud with rain[EM]sun behind large cloud[EM]window[EM],"[':cloud_with_rain:', ':sun_behind_large_cloud:', ':window:']",3,False
122,big day,[EM]anxious face with sweat[EM]sun[EM],1.0,0,emoji_annotations_text,"[':anxious_face_with_sweat:', ':sun:']",[EM]sun[EM]anxious face with sweat[EM],"[':sun:', ':anxious_face_with_sweat:']",2,False
550,right man,[EM]thumbs up[EM]person in suit levitating[EM],1.0,0,emoji_annotations_text,"[':thumbs_up:', ':person_in_suit_levitating:']",[EM]person in suit levitating[EM]thumbs up[EM],"[':person_in_suit_levitating:', ':thumbs_up:']",2,False
141,hot doll,[EM]fire[EM]teddy bear[EM],1.0,0,emoji_annotations_text,"[':fire:', ':teddy_bear:']",[EM]teddy bear[EM]fire[EM],"[':teddy_bear:', ':fire:']",2,False
3193,internal organ,[EM]anatomical heart[EM]lungs[EM],1.0,0,emoji_annotations_text,"[':anatomical_heart:', ':lungs:']",[EM]lungs[EM]anatomical heart[EM],"[':lungs:', ':anatomical_heart:']",2,False
3112,intelligent question,[EM]face with monocle[EM]red question mark[EM],1.0,0,emoji_annotations_text,"[':face_with_monocle:', ':red_question_mark:']",[EM]red question mark[EM]face with monocle[EM],"[':red_question_mark:', ':face_with_monocle:']",2,False
3416,foreign city,[EM]airplane[EM]desert island[EM],1.0,0,emoji_annotations_text,"[':airplane:', ':desert_island:']",[EM]desert island[EM]airplane[EM],"[':desert_island:', ':airplane:']",2,False
241,hot argument,[EM]face with symbols on mouth[EM]speaking head[EM]megaphone[EM],1.0,0,emoji_annotations_text,"[':face_with_symbols_on_mouth:', ':speaking_head:', ':megaphone:']",[EM]speaking head[EM]face with symbols on mouth[EM]megaphone[EM],"[':speaking_head:', ':face_with_symbols_on_mouth:', ':megaphone:']",3,False
2333,clear air,[EM]wind face[EM],1.0,0,emoji_annotations_text,[':wind_face:'],[EM]wind face[EM],[':wind_face:'],1,False
2975,idyllic life,[EM]beaming face with smiling eyes[EM]house with garden[EM]person in bed[EM],1.0,0,emoji_annotations_text,"[':beaming_face_with_smiling_eyes:', ':house_with_garden:', ':person_in_bed:']",[EM]house with garden[EM]beaming face with smiling eyes[EM]person in bed[EM],"[':house_with_garden:', ':beaming_face_with_smiling_eyes:', ':person_in_bed:']",3,False
