,sentence1,sentence2,score,label,label_name,emoji_list,shuffled_sentence2,shuffled_emoji_list,num_emojis,is_repeating_emojis
1941,thin line,[EM]hot springs[EM]pencil[EM]memo[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':pencil:', ':memo:']",[EM]pencil[EM]hot springs[EM]memo[EM],"[':pencil:', ':hot_springs:', ':memo:']",3,False
1319,little boy,[EM]boy[EM],1.0,0,emoji_annotations_text,[':boy:'],[EM]boy[EM],[':boy:'],1,False
865,average merit,[EM]neutral face[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':neutral_face:', ':hundred_points:']",[EM]hundred points[EM]neutral face[EM],"[':hundred_points:', ':neutral_face:']",2,False
2901,cool breeze,[EM]ice[EM]wind face[EM],1.0,0,emoji_annotations_text,"[':ice:', ':wind_face:']",[EM]wind face[EM]ice[EM],"[':wind_face:', ':ice:']",2,False
2941,inadequate training,[EM]thumbs down[EM]woman lifting weights[EM],1.0,0,emoji_annotations_text,"[':thumbs_down:', ':woman_lifting_weights:']",[EM]woman lifting weights[EM]thumbs down[EM],"[':woman_lifting_weights:', ':thumbs_down:']",2,False
1229,heavy fog,[EM]fog[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':fog:', ':dashing_away:']",[EM]dashing away[EM]fog[EM],"[':dashing_away:', ':fog:']",2,False
1994,thick cream,[EM]cupcake[EM],1.0,0,emoji_annotations_text,[':cupcake:'],[EM]cupcake[EM],[':cupcake:'],1,False
2028,wrong paper,[EM]cross mark[EM]page facing up[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':page_facing_up:']",[EM]page facing up[EM]cross mark[EM],"[':page_facing_up:', ':cross_mark:']",2,False
3146,intelligent solution,[EM]brain[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':brain:', ':hundred_points:']",[EM]hundred points[EM]brain[EM],"[':hundred_points:', ':brain:']",2,False
2407,clear glass,[EM]tumbler glass[EM]sparkles[EM],1.0,0,emoji_annotations_text,"[':tumbler_glass:', ':sparkles:']",[EM]sparkles[EM]tumbler glass[EM],"[':sparkles:', ':tumbler_glass:']",2,False
1015,dirty fighter,[EM]face with symbols on mouth[EM]men wrestling[EM],1.0,0,emoji_annotations_text,"[':face_with_symbols_on_mouth:', ':men_wrestling:']",[EM]men wrestling[EM]face with symbols on mouth[EM],"[':men_wrestling:', ':face_with_symbols_on_mouth:']",2,False
2320,clear indication,[EM]speech balloon[EM]check mark[EM]cross mark[EM]red question mark[EM],1.0,0,emoji_annotations_text,"[':speech_balloon:', ':check_mark:', ':cross_mark:', ':red_question_mark:']",[EM]check mark[EM]speech balloon[EM]cross mark[EM]red question mark[EM],"[':check_mark:', ':speech_balloon:', ':cross_mark:', ':red_question_mark:']",4,False
2098,wrong medicine,[EM]cross mark[EM]pill[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':pill:']",[EM]pill[EM]cross mark[EM],"[':pill:', ':cross_mark:']",2,False
1105,common sailor,[EM]palms up together[EM]sailboat[EM]man[EM],1.0,0,emoji_annotations_text,"[':palms_up_together:', ':sailboat:', ':man:']",[EM]sailboat[EM]palms up together[EM]man[EM],"[':sailboat:', ':palms_up_together:', ':man:']",3,False
1629,low supply,[EM]woman gesturing NO[EM]woman gesturing NO[EM]woman gesturing NO[EM],1.0,0,emoji_annotations_text,"[':woman_gesturing_NO:', ':woman_gesturing_NO:', ':woman_gesturing_NO:']",[EM]woman gesturing NO[EM]woman gesturing NO[EM]woman gesturing NO[EM],"[':woman_gesturing_NO:', ':woman_gesturing_NO:', ':woman_gesturing_NO:']",3,True
3383,foreign accent,[EM]speaking head[EM]woman shrugging[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':woman_shrugging:']",[EM]woman shrugging[EM]speaking head[EM],"[':woman_shrugging:', ':speaking_head:']",2,False
1909,thin soup,[EM]sweat droplets[EM]sweat droplets[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':sweat_droplets:', ':sweat_droplets:', ':bowl_with_spoon:']",[EM]sweat droplets[EM]sweat droplets[EM]bowl with spoon[EM],"[':sweat_droplets:', ':sweat_droplets:', ':bowl_with_spoon:']",3,False
1611,low sun,[EM]sunrise[EM]sunrise[EM]sunrise[EM],1.0,0,emoji_annotations_text,"[':sunrise:', ':sunrise:', ':sunrise:']",[EM]sunrise[EM]sunrise[EM]sunrise[EM],"[':sunrise:', ':sunrise:', ':sunrise:']",3,True
1193,heavy metal,[EM]balance scale[EM]link[EM],1.0,0,emoji_annotations_text,"[':balance_scale:', ':link:']",[EM]link[EM]balance scale[EM],"[':link:', ':balance_scale:']",2,False
1540,dull glow,[EM]fog[EM]glowing star[EM],1.0,0,emoji_annotations_text,"[':fog:', ':glowing_star:']",[EM]glowing star[EM]fog[EM],"[':glowing_star:', ':fog:']",2,False
2550,deep emotion,[EM]face with symbols on mouth[EM]exploding head[EM]loudly crying face[EM]pensive face[EM],1.0,0,emoji_annotations_text,"[':face_with_symbols_on_mouth:', ':exploding_head:', ':loudly_crying_face:', ':pensive_face:']",[EM]exploding head[EM]face with symbols on mouth[EM]loudly crying face[EM]pensive face[EM],"[':exploding_head:', ':face_with_symbols_on_mouth:', ':loudly_crying_face:', ':pensive_face:']",4,False
2518,deep cut,[EM]drop of blood[EM]face with head-bandage[EM],1.0,0,emoji_annotations_text,"[':drop_of_blood:', ':face_with_head-bandage:']",[EM]face with head-bandage[EM]drop of blood[EM],"[':face_with_head-bandage:', ':drop_of_blood:']",2,False
2252,warm climate,[EM]sun behind small cloud[EM],1.0,0,emoji_annotations_text,[':sun_behind_small_cloud:'],[EM]sun behind small cloud[EM],[':sun_behind_small_cloud:'],1,False
824,far trek,[EM]person walking[EM]backpack[EM]evergreen tree[EM]evergreen tree[EM],1.0,0,emoji_annotations_text,"[':person_walking:', ':backpack:', ':evergreen_tree:', ':evergreen_tree:']",[EM]backpack[EM]person walking[EM]evergreen tree[EM]evergreen tree[EM],"[':backpack:', ':person_walking:', ':evergreen_tree:', ':evergreen_tree:']",4,False
1474,dull play,[EM]yawning face[EM]performing arts[EM],1.0,0,emoji_annotations_text,"[':yawning_face:', ':performing_arts:']",[EM]performing arts[EM]yawning face[EM],"[':performing_arts:', ':yawning_face:']",2,False
2819,high point,[EM]ladder[EM]backhand index pointing up[EM],1.0,0,emoji_annotations_text,"[':ladder:', ':backhand_index_pointing_up:']",[EM]backhand index pointing up[EM]ladder[EM],"[':backhand_index_pointing_up:', ':ladder:']",2,False
793,far journey,[EM]motorway[EM]bus[EM],1.0,0,emoji_annotations_text,"[':motorway:', ':bus:']",[EM]bus[EM]motorway[EM],"[':bus:', ':motorway:']",2,False
2116,wrong information,[EM]cross mark[EM]newspaper[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':newspaper:']",[EM]newspaper[EM]cross mark[EM],"[':newspaper:', ':cross_mark:']",2,False
1723,low price,[EM]down arrow[EM]heavy dollar sign[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':heavy_dollar_sign:']",[EM]heavy dollar sign[EM]down arrow[EM],"[':heavy_dollar_sign:', ':down_arrow:']",2,False
1615,low sun,[EM]chart decreasing[EM]sun[EM],1.0,0,emoji_annotations_text,"[':chart_decreasing:', ':sun:']",[EM]sun[EM]chart decreasing[EM],"[':sun:', ':chart_decreasing:']",2,False
2265,warm coat,[EM]hot face[EM]lab coat[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':lab_coat:']",[EM]lab coat[EM]hot face[EM],"[':lab_coat:', ':hot_face:']",2,False
2128,wrong assumption,[EM]cross mark[EM]thought balloon[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':thought_balloon:']",[EM]thought balloon[EM]cross mark[EM],"[':thought_balloon:', ':cross_mark:']",2,False
2818,high point,[EM]up arrow[EM]index pointing up[EM],1.0,0,emoji_annotations_text,"[':up_arrow:', ':index_pointing_up:']",[EM]index pointing up[EM]up arrow[EM],"[':index_pointing_up:', ':up_arrow:']",2,False
2735,high ceiling,[EM]hot face[EM]sun[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':sun:']",[EM]sun[EM]hot face[EM],"[':sun:', ':hot_face:']",2,False
2739,high ceiling,[EM]face with thermometer[EM],1.0,0,emoji_annotations_text,[':face_with_thermometer:'],[EM]face with thermometer[EM],[':face_with_thermometer:'],1,False
3127,intelligent life,[EM]nerd face[EM]dog face[EM]fox[EM]bear[EM]squid[EM]deciduous tree[EM]spouting whale[EM]nerd face[EM],1.0,0,emoji_annotations_text,"[':nerd_face:', ':dog_face:', ':fox:', ':bear:', ':squid:', ':deciduous_tree:', ':spouting_whale:', ':nerd_face:']",[EM]dog face[EM]nerd face[EM]fox[EM]bear[EM]squid[EM]deciduous tree[EM]spouting whale[EM]nerd face[EM],"[':dog_face:', ':nerd_face:', ':fox:', ':bear:', ':squid:', ':deciduous_tree:', ':spouting_whale:', ':nerd_face:']",8,False
3174,constant pain,[EM]repeat single button[EM]confounded face[EM],1.0,0,emoji_annotations_text,"[':repeat_single_button:', ':confounded_face:']",[EM]confounded face[EM]repeat single button[EM],"[':confounded_face:', ':repeat_single_button:']",2,False
1944,thin line,[EM]straight ruler[EM]pinching hand[EM]chart decreasing[EM],1.0,0,emoji_annotations_text,"[':straight_ruler:', ':pinching_hand:', ':chart_decreasing:']",[EM]pinching hand[EM]straight ruler[EM]chart decreasing[EM],"[':pinching_hand:', ':straight_ruler:', ':chart_decreasing:']",3,False
160,hot water,[EM]name badge[EM]sweat droplets[EM],1.0,0,emoji_annotations_text,"[':name_badge:', ':sweat_droplets:']",[EM]sweat droplets[EM]name badge[EM],"[':sweat_droplets:', ':name_badge:']",2,False
1792,critical stage,[EM]chart increasing[EM]red exclamation mark[EM],1.0,0,emoji_annotations_text,"[':chart_increasing:', ':red_exclamation_mark:']",[EM]red exclamation mark[EM]chart increasing[EM],"[':red_exclamation_mark:', ':chart_increasing:']",2,False
2355,clear case,[EM]check mark[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':check_mark:', ':briefcase:']",[EM]briefcase[EM]check mark[EM],"[':briefcase:', ':check_mark:']",2,False
1478,dull play,[EM]sleepy face[EM]video game[EM],1.0,0,emoji_annotations_text,"[':sleepy_face:', ':video_game:']",[EM]video game[EM]sleepy face[EM],"[':video_game:', ':sleepy_face:']",2,False
3452,delicate china,[EM]thinking face[EM]China[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':China:']",[EM]China[EM]thinking face[EM],"[':China:', ':thinking_face:']",2,False
120,big day,[EM]person with veil[EM]wedding[EM]man in tuxedo[EM],1.0,0,emoji_annotations_text,"[':person_with_veil:', ':wedding:', ':man_in_tuxedo:']",[EM]wedding[EM]person with veil[EM]man in tuxedo[EM],"[':wedding:', ':person_with_veil:', ':man_in_tuxedo:']",3,False
277,bright future,[EM]man scientist[EM]woman student[EM]man health worker[EM],1.0,0,emoji_annotations_text,"[':man_scientist:', ':woman_student:', ':man_health_worker:']",[EM]woman student[EM]man scientist[EM]man health worker[EM],"[':woman_student:', ':man_scientist:', ':man_health_worker:']",3,False
2046,wrong road,[EM]man gesturing NO[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':man_gesturing_NO:', ':motorway:']",[EM]motorway[EM]man gesturing NO[EM],"[':motorway:', ':man_gesturing_NO:']",2,False
3110,intelligent question,[EM]thinking face[EM]nerd face[EM]red question mark[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':nerd_face:', ':red_question_mark:']",[EM]nerd face[EM]thinking face[EM]red question mark[EM],"[':nerd_face:', ':thinking_face:', ':red_question_mark:']",3,False
1810,critical temperature,[EM]thermometer[EM]hushed face[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':hushed_face:']",[EM]hushed face[EM]thermometer[EM],"[':hushed_face:', ':thermometer:']",2,False
1108,common sailor,[EM]pilot[EM]speedboat[EM],1.0,0,emoji_annotations_text,"[':pilot:', ':speedboat:']",[EM]speedboat[EM]pilot[EM],"[':speedboat:', ':pilot:']",2,False
3262,dry land,[EM]tornado[EM]desert island[EM],1.0,0,emoji_annotations_text,"[':tornado:', ':desert_island:']",[EM]desert island[EM]tornado[EM],"[':desert_island:', ':tornado:']",2,False
772,short life,[EM]waving hand[EM]grinning face[EM]hourglass done[EM],1.0,0,emoji_annotations_text,"[':waving_hand:', ':grinning_face:', ':hourglass_done:']",[EM]grinning face[EM]waving hand[EM]hourglass done[EM],"[':grinning_face:', ':waving_hand:', ':hourglass_done:']",3,False
854,average people,[EM]man[EM]person[EM]person shrugging[EM],1.0,0,emoji_annotations_text,"[':man:', ':person:', ':person_shrugging:']",[EM]person[EM]man[EM]person shrugging[EM],"[':person:', ':man:', ':person_shrugging:']",3,False
2236,warm body,[EM]thermometer[EM]person standing[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':person_standing:']",[EM]person standing[EM]thermometer[EM],"[':person_standing:', ':thermometer:']",2,False
1962,thick soup,[EM]fondue[EM]fondue[EM]fondue[EM],1.0,0,emoji_annotations_text,"[':fondue:', ':fondue:', ':fondue:']",[EM]fondue[EM]fondue[EM]fondue[EM],"[':fondue:', ':fondue:', ':fondue:']",3,True
1824,critical shortage,[EM]double exclamation mark[EM]shrimp[EM]squid[EM]bread[EM]kiwi fruit[EM],1.0,0,emoji_annotations_text,"[':double_exclamation_mark:', ':shrimp:', ':squid:', ':bread:', ':kiwi_fruit:']",[EM]shrimp[EM]double exclamation mark[EM]squid[EM]bread[EM]kiwi fruit[EM],"[':shrimp:', ':double_exclamation_mark:', ':squid:', ':bread:', ':kiwi_fruit:']",5,False
3463,delicate wing,[EM]warning[EM]package[EM]hatching chick[EM],1.0,0,emoji_annotations_text,"[':warning:', ':package:', ':hatching_chick:']",[EM]package[EM]warning[EM]hatching chick[EM],"[':package:', ':warning:', ':hatching_chick:']",3,False
1049,common knowledge,[EM]busts in silhouette[EM]books[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':books:']",[EM]books[EM]busts in silhouette[EM],"[':books:', ':busts_in_silhouette:']",2,False
2563,deep concentration,[EM]thinking face[EM]face with monocle[EM],1.0,0,emoji_annotations_text,"[':thinking_face:', ':face_with_monocle:']",[EM]face with monocle[EM]thinking face[EM],"[':face_with_monocle:', ':thinking_face:']",2,False
1441,remarkable sight,[EM]national park[EM]eyes[EM]check mark button[EM],1.0,0,emoji_annotations_text,"[':national_park:', ':eyes:', ':check_mark_button:']",[EM]eyes[EM]national park[EM]check mark button[EM],"[':eyes:', ':national_park:', ':check_mark_button:']",3,False
371,dark day,[EM]new moon[EM]tear-off calendar[EM],1.0,0,emoji_annotations_text,"[':new_moon:', ':tear-off_calendar:']",[EM]tear-off calendar[EM]new moon[EM],"[':tear-off_calendar:', ':new_moon:']",2,False
74,big man,[EM]superhero[EM]man superhero[EM],1.0,0,emoji_annotations_text,"[':superhero:', ':man_superhero:']",[EM]man superhero[EM]superhero[EM],"[':man_superhero:', ':superhero:']",2,False
1574,cozy room,[EM]smiling face with smiling eyes[EM]house[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_smiling_eyes:', ':house:']",[EM]house[EM]smiling face with smiling eyes[EM],"[':house:', ':smiling_face_with_smiling_eyes:']",2,False
189,hot topic,[EM]sun[EM]studio microphone[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':sun:', ':studio_microphone:', ':speaking_head:']",[EM]studio microphone[EM]sun[EM]speaking head[EM],"[':studio_microphone:', ':sun:', ':speaking_head:']",3,False
3537,fresh scent,[EM]boy[EM]shower[EM]soap[EM]hibiscus[EM],1.0,0,emoji_annotations_text,"[':boy:', ':shower:', ':soap:', ':hibiscus:']",[EM]shower[EM]boy[EM]soap[EM]hibiscus[EM],"[':shower:', ':boy:', ':soap:', ':hibiscus:']",4,False
1925,thin air,[EM]pinching hand[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':leaf_fluttering_in_wind:']",[EM]leaf fluttering in wind[EM]pinching hand[EM],"[':leaf_fluttering_in_wind:', ':pinching_hand:']",2,False
2940,inadequate training,[EM]person shrugging[EM]light rail[EM]clipboard[EM],1.0,0,emoji_annotations_text,"[':person_shrugging:', ':light_rail:', ':clipboard:']",[EM]light rail[EM]person shrugging[EM]clipboard[EM],"[':light_rail:', ':person_shrugging:', ':clipboard:']",3,False
3643,sound advice,[EM]speaker high volume[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':speaker_high_volume:', ':speaking_head:']",[EM]speaking head[EM]speaker high volume[EM],"[':speaking_head:', ':speaker_high_volume:']",2,False
3573,fresh air,[EM]sun[EM]mountain[EM]dashing away[EM]leaf fluttering in wind[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,"[':sun:', ':mountain:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']",[EM]mountain[EM]sun[EM]dashing away[EM]leaf fluttering in wind[EM]leaf fluttering in wind[EM],"[':mountain:', ':sun:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']",5,False
1103,common sailor,[EM]busts in silhouette[EM]man blond hair[EM]sailboat[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':man_blond_hair:', ':sailboat:']",[EM]man blond hair[EM]busts in silhouette[EM]sailboat[EM],"[':man_blond_hair:', ':busts_in_silhouette:', ':sailboat:']",3,False
752,short story,[EM]hourglass not done[EM]closed book[EM],1.0,0,emoji_annotations_text,"[':hourglass_not_done:', ':closed_book:']",[EM]closed book[EM]hourglass not done[EM],"[':closed_book:', ':hourglass_not_done:']",2,False
55,big group,[EM]woman and man holding hands[EM]women holding hands[EM]family man man girl girl[EM]men holding hands[EM]family man man girl[EM],1.0,0,emoji_annotations_text,"[':woman_and_man_holding_hands:', ':women_holding_hands:', ':family_man_man_girl_girl:', ':men_holding_hands:', ':family_man_man_girl:']",[EM]women holding hands[EM]woman and man holding hands[EM]family man man girl girl[EM]men holding hands[EM]family man man girl[EM],"[':women_holding_hands:', ':woman_and_man_holding_hands:', ':family_man_man_girl_girl:', ':men_holding_hands:', ':family_man_man_girl:']",5,False
2659,high hope,[EM]ladder[EM]folded hands medium-light skin tone[EM],1.0,0,emoji_annotations_text,"[':ladder:', ':folded_hands_medium-light_skin_tone:']",[EM]folded hands medium-light skin tone[EM]ladder[EM],"[':folded_hands_medium-light_skin_tone:', ':ladder:']",2,False
3332,effective step,[EM]dashing away[EM]ladder[EM],1.0,0,emoji_annotations_text,"[':dashing_away:', ':ladder:']",[EM]ladder[EM]dashing away[EM],"[':ladder:', ':dashing_away:']",2,False
2076,wrong way,[EM]cross mark[EM]up-right arrow[EM]up-left arrow[EM]cross mark button[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':up-right_arrow:', ':up-left_arrow:', ':cross_mark_button:']",[EM]up-right arrow[EM]cross mark[EM]up-left arrow[EM]cross mark button[EM],"[':up-right_arrow:', ':cross_mark:', ':up-left_arrow:', ':cross_mark_button:']",4,False
368,dark day,[EM]black circle[EM]tear-off calendar[EM],1.0,0,emoji_annotations_text,"[':black_circle:', ':tear-off_calendar:']",[EM]tear-off calendar[EM]black circle[EM],"[':tear-off_calendar:', ':black_circle:']",2,False
1998,thick cream,[EM]soft ice cream[EM],1.0,0,emoji_annotations_text,[':soft_ice_cream:'],[EM]soft ice cream[EM],[':soft_ice_cream:'],1,False
1085,common nuisance,[EM]busts in silhouette[EM]weary face[EM],1.0,0,emoji_annotations_text,"[':busts_in_silhouette:', ':weary_face:']",[EM]weary face[EM]busts in silhouette[EM],"[':weary_face:', ':busts_in_silhouette:']",2,False
2093,wrong medicine,[EM]cross mark[EM]pill[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':pill:']",[EM]pill[EM]cross mark[EM],"[':pill:', ':cross_mark:']",2,False
2253,warm climate,[EM]thermometer[EM]globe showing Asia-Australia[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':globe_showing_Asia-Australia:']",[EM]globe showing Asia-Australia[EM]thermometer[EM],"[':globe_showing_Asia-Australia:', ':thermometer:']",2,False
1304,full life,[EM]moon viewing ceremony[EM]snow-capped mountain[EM]sunrise over mountains[EM],1.0,0,emoji_annotations_text,"[':moon_viewing_ceremony:', ':snow-capped_mountain:', ':sunrise_over_mountains:']",[EM]snow-capped mountain[EM]moon viewing ceremony[EM]sunrise over mountains[EM],"[':snow-capped_mountain:', ':moon_viewing_ceremony:', ':sunrise_over_mountains:']",3,False
1650,low cloud,[EM]cloud[EM]sun behind large cloud[EM],1.0,0,emoji_annotations_text,"[':cloud:', ':sun_behind_large_cloud:']",[EM]sun behind large cloud[EM]cloud[EM],"[':sun_behind_large_cloud:', ':cloud:']",2,False
1455,dull mood,[EM]expressionless face[EM]yawning face[EM],1.0,0,emoji_annotations_text,"[':expressionless_face:', ':yawning_face:']",[EM]yawning face[EM]expressionless face[EM],"[':yawning_face:', ':expressionless_face:']",2,False
515,right decision,[EM]right arrow[EM]handshake[EM],1.0,0,emoji_annotations_text,"[':right_arrow:', ':handshake:']",[EM]handshake[EM]right arrow[EM],"[':handshake:', ':right_arrow:']",2,False
1612,low sun,[EM]down-right arrow[EM]sun[EM]sun with face[EM]sun behind large cloud[EM]dim button[EM],1.0,0,emoji_annotations_text,"[':down-right_arrow:', ':sun:', ':sun_with_face:', ':sun_behind_large_cloud:', ':dim_button:']",[EM]sun[EM]down-right arrow[EM]sun with face[EM]sun behind large cloud[EM]dim button[EM],"[':sun:', ':down-right_arrow:', ':sun_with_face:', ':sun_behind_large_cloud:', ':dim_button:']",5,False
3003,domestic worry,[EM]house[EM]classical building[EM]woman police officer[EM]chart increasing[EM]Singapore[EM],1.0,0,emoji_annotations_text,"[':house:', ':classical_building:', ':woman_police_officer:', ':chart_increasing:', ':Singapore:']",[EM]classical building[EM]house[EM]woman police officer[EM]chart increasing[EM]Singapore[EM],"[':classical_building:', ':house:', ':woman_police_officer:', ':chart_increasing:', ':Singapore:']",5,False
3007,domestic worry,[EM]house[EM]worried face[EM],1.0,0,emoji_annotations_text,"[':house:', ':worried_face:']",[EM]worried face[EM]house[EM],"[':worried_face:', ':house:']",2,False
2047,wrong road,[EM]cross mark[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':motorway:']",[EM]motorway[EM]cross mark[EM],"[':motorway:', ':cross_mark:']",2,False
