,query,top_hits_corpus,top_hits_score,top_hits_status
51,big group,[EM]women holding hands[EM]woman and man holding hands[EM]family man man girl girl[EM]men holding hands[EM]family man man girl[EM],0.9763062596321106,True
52,big group,[EM]man health worker[EM]TOP arrow[EM]woman health worker[EM],0.8925690650939941,False
53,big group,[EM]family man woman girl boy[EM]SOON arrow[EM],0.8683522939682007,False
54,big group,[EM]classical building[EM]house[EM]woman police officer[EM]chart increasing[EM]Singapore[EM],0.8637351989746094,False
55,big man,[EM]flexed biceps[EM]man standing[EM],0.99649578332901,True
56,big man,[EM]man standing[EM]flexed biceps[EM],0.9915347695350647,True
57,big man,[EM]astonished face[EM]man beard[EM]up arrow[EM],0.9389495253562927,True
58,big man,[EM]man beard[EM]flexed biceps[EM],0.937718391418457,True
59,big man,[EM]speaking head[EM]anger symbol[EM],0.8697607517242432,False
60,big tipper,[EM]man red hair[EM]money-mouth face[EM]money bag[EM],0.9918440580368042,True
61,big tipper,[EM]zipper-mouth face[EM]microbe[EM]money-mouth face[EM]money with wings[EM]microbe[EM],0.967871904373169,False
62,big tipper,[EM]yen banknote[EM]yen banknote[EM]man getting massage[EM]man getting haircut[EM],0.9609481692314148,True
63,big tipper,[EM]money bag[EM]man beard[EM],0.9598442316055298,True
64,big tipper,[EM]money-mouth face[EM]money-mouth face[EM]money-mouth face[EM]red envelope[EM],0.9154117703437805,False
65,big voice,[EM]speaking head[EM]anger symbol[EM],0.9917515516281128,False
66,big voice,[EM]speaking head[EM]loudspeaker[EM],0.8360591530799866,True
67,big voice,[EM]man standing[EM]flexed biceps[EM],0.8310325145721436,False
68,big voice,[EM]flexed biceps[EM]man standing[EM],0.8308294415473938,False
69,big voice,[EM]astonished face[EM]man beard[EM]up arrow[EM],0.8303670287132263,False
70,bright dress,[EM]sparkles[EM]dress[EM],0.9959261417388916,True
71,bright dress,[EM]dress[EM]sparkler[EM],0.9937232732772827,True
72,bright dress,[EM]dress[EM]bright button[EM]woman dancing[EM],0.9920382499694824,True
73,bright dress,[EM]artist palette[EM]sun[EM]dress[EM],0.9875999689102173,True
74,bright dress,[EM]dress[EM]sparkles[EM],0.9793236255645752,True
75,bright future,[EM]fast-forward button[EM]hourglass not done[EM]thumbs up[EM]thumbs up[EM],0.9900959134101868,True
76,bright future,[EM]crystal ball[EM]sparkler[EM],0.9894628524780273,True
77,bright future,[EM]man scientist[EM]smiling face with sunglasses[EM]woman health worker[EM]technologist[EM],0.9800535440444946,True
78,bright future,[EM]crystal ball[EM]sun[EM],0.9517292380332947,True
79,bright future,[EM]glasses[EM]crystal ball[EM],0.922477126121521,False
80,bright room,[EM]candle[EM]light bulb[EM]house[EM],0.9449509978294373,True
81,bright room,[EM]school[EM]sparkler[EM],0.9355586767196655,True
82,bright room,[EM]men’s room[EM]bright button[EM]women’s room[EM],0.9214326739311218,True
83,bright room,[EM]school[EM]sun[EM],0.9022716283798218,True
84,bright room,[EM]school[EM]hot face[EM],0.8597780466079712,False
85,bright sun,[EM]sun[EM]bright button[EM],0.9977738857269287,True
86,bright sun,[EM]sun[EM]sparkles[EM],0.9844337701797485,True
87,bright sun,[EM]glowing star[EM]sun[EM],0.9815866947174072,True
88,bright sun,[EM]sun[EM]sparkler[EM],0.9751212000846863,True
89,bright sun,[EM]sun behind small cloud[EM]glowing star[EM]sunset[EM]sunrise[EM],0.9629973769187927,True
90,clear air,[EM]leaf fluttering in wind[EM]wind face[EM]thumbs up[EM],0.9848206639289856,True
91,clear air,[EM]wind face[EM]thumbs up light skin tone[EM],0.9827016592025757,True
92,clear air,[EM]sparkles[EM]dashing away[EM]cross mark[EM]microbe[EM],0.978272557258606,True
93,clear air,[EM]sparkles[EM]relieved face[EM]sparkles[EM],0.8916816711425781,False
94,clear air,[EM]white circle[EM]droplet[EM],0.8855257630348206,False
95,clear case,[EM]microscope[EM]detective[EM]kitchen knife[EM]drop of blood[EM]light bulb[EM],0.9835797548294067,True
96,clear case,[EM]briefcase[EM]window[EM],0.9688370227813721,True
97,clear case,[EM]briefcase[EM]check mark[EM],0.9549878835678101,True
98,clear case,[EM]astonished face[EM]astonished face[EM]OK button[EM],0.9343734979629517,False
99,clear case,[EM]wind face[EM]thumbs up light skin tone[EM],0.9279478788375854,False
100,clear complexion,[EM]woman light skin tone[EM]magnifying glass tilted right[EM],0.9900500178337097,True
101,clear complexion,[EM]lotion bottle[EM]smiling face with heart-eyes[EM],0.9686967134475708,True
102,clear complexion,[EM]OK hand[EM]woman getting massage[EM],0.9236767292022705,True
103,clear complexion,[EM]sparkles[EM]woman[EM],0.8639145493507385,True
104,clear complexion,[EM]sparkles[EM]tumbler glass[EM],0.8522863984107971,False
105,clear explanation,[EM]hundred points[EM]woman teacher[EM]speaking head[EM],0.9955355525016785,True
106,clear explanation,[EM]check mark[EM]speaking head[EM],0.9942642450332642,False
107,clear explanation,[EM]thumbs up light skin tone[EM]speaking head[EM],0.9914920926094055,False
108,clear explanation,[EM]white question mark[EM]thinking face[EM]man teacher[EM]speaking head[EM]light bulb[EM]check mark button[EM]grinning face[EM],0.9913088083267212,True
109,clear explanation,[EM]studio microphone[EM]thumbs up light skin tone[EM]speaking head[EM],0.9856634140014648,False
110,clear glass,[EM]tumbler glass[EM]glasses[EM],0.9982808828353882,True
111,clear glass,[EM]magnifying glass tilted right[EM]tumbler glass[EM],0.9958512187004089,True
112,clear glass,[EM]magnifying glass tilted left[EM]glasses[EM]sparkles[EM]sparkles[EM],0.9931930303573608,True
113,clear glass,[EM]sparkles[EM]tumbler glass[EM],0.9888894557952881,True
114,clear glass,[EM]glass of milk[EM]magnifying glass tilted right[EM],0.9867215156555176,True
115,clear idea,[EM]astonished face[EM]brain[EM]OK button[EM],0.9934728145599365,True
116,clear idea,[EM]astonished face[EM]astonished face[EM]OK button[EM],0.9879838824272156,False
117,clear idea,[EM]astonished face[EM]speech balloon[EM]OK button[EM],0.9865484833717346,False
118,clear idea,[EM]light bulb[EM]window[EM],0.9611898064613342,True
119,clear idea,[EM]check mark button[EM]light bulb[EM],0.9587680101394653,False
120,clear indication,[EM]astonished face[EM]astonished face[EM]OK button[EM],0.9948863983154297,True
121,clear indication,[EM]astonished face[EM]speech balloon[EM]OK button[EM],0.9909398555755615,False
122,clear indication,[EM]astonished face[EM]brain[EM]OK button[EM],0.985400915145874,False
123,clear indication,[EM]briefcase[EM]check mark[EM],0.966688334941864,False
124,clear indication,[EM]speaking head[EM]thumbs up light skin tone[EM],0.965977668762207,False
125,clear water,[EM]sweat droplets[EM]thumbs up[EM]droplet[EM],0.9936386346817017,True
126,clear water,[EM]droplet[EM]droplet[EM]microscope[EM]sparkles[EM]cross mark[EM]microbe[EM],0.993141233921051,True
127,clear water,[EM]droplet[EM]droplet[EM]sparkles[EM],0.9930968284606934,True
128,clear water,[EM]droplet[EM]check mark[EM],0.9811586737632751,True
129,clear water,[EM]sweat droplets[EM]magnifying glass tilted right[EM],0.9725595712661743,True
130,clear-cut evidence,[EM]man detective[EM]magnifying glass tilted left[EM]party popper[EM],0.9950063228607178,True
131,clear-cut evidence,[EM]face with open mouth[EM]antenna bars[EM]sparkles[EM]thumbs up[EM],0.9892213344573975,True
132,clear-cut evidence,[EM]magnifying glass tilted right[EM]scroll[EM],0.9864477515220642,True
133,clear-cut evidence,[EM]page with curl[EM]check mark[EM],0.984383225440979,True
134,clear-cut evidence,[EM]bookmark tabs[EM]magnifying glass tilted right[EM],0.9341269731521606,True
135,common brand,[EM]shopping bags[EM]shopping bags[EM]counterclockwise arrows button[EM],0.9968448877334595,True
136,common brand,[EM]luggage[EM]busts in silhouette[EM]purse[EM]briefcase[EM]backpack[EM]handbag[EM]busts in silhouette[EM],0.9965521097183228,True
137,common brand,[EM]shopping cart[EM]play button[EM]purse[EM],0.9957424402236938,True
138,common brand,[EM]down-left arrow[EM]down-right arrow[EM],0.9955639839172363,True
139,common brand,[EM]clutch bag[EM]glasses[EM]dress[EM]necktie[EM]copyright[EM],0.9950003027915955,True
140,common housefly,[EM]neutral face[EM]fly[EM],0.9892054796218872,True
141,common housefly,[EM]busts in silhouette[EM]busts in silhouette[EM]fly[EM],0.9825162291526794,True
142,common housefly,[EM]fly[EM]palms up together[EM],0.9773962497711182,True
143,common housefly,[EM]fly[EM]busts in silhouette[EM],0.9720907807350159,True
144,common housefly,[EM]houses[EM]houses[EM]houses[EM]fly[EM]fly[EM]fly[EM]fly[EM]fly[EM],0.9466935396194458,True
145,common knowledge,[EM]brain[EM]brain[EM]globe showing Americas[EM],0.9890149831771851,True
146,common knowledge,[EM]books[EM]busts in silhouette[EM]open book[EM]busts in silhouette[EM],0.984747588634491,True
147,common knowledge,[EM]brain[EM]palms up together[EM],0.9833669662475586,True
148,common knowledge,[EM]books[EM]busts in silhouette[EM],0.9709325432777405,True
149,common knowledge,[EM]woman and man holding hands[EM]disguised face[EM]palms up together[EM],0.9704009294509888,True
150,common land,[EM]cityscape[EM]cityscape at dusk[EM]bridge at night[EM]desert island[EM],0.9851217269897461,True
151,common land,[EM]cityscape at dusk[EM]palms up together[EM],0.9788398742675781,True
152,common land,[EM]mountain[EM]busts in silhouette[EM],0.9710226058959961,True
153,common land,[EM]national park[EM]sparkles[EM],0.7543869614601135,False
154,common land,[EM]national park[EM]backhand index pointing right[EM],0.7452216744422913,False
155,common man,[EM]person standing[EM]person standing[EM]person shrugging[EM],0.9968449473381042,True
156,common man,[EM]boy[EM]play button[EM]boy[EM]boy[EM],0.9961531758308411,True
157,common man,[EM]man standing[EM]busts in silhouette[EM],0.9552001953125,True
158,common man,[EM]woman standing[EM]person standing[EM]man standing[EM],0.941059947013855,False
159,common man,[EM]woman standing[EM]man standing[EM]person standing[EM],0.9168656468391418,False
160,common nuisance,[EM]anger symbol[EM]unamused face[EM]man frowning[EM],0.9955742359161377,True
161,common nuisance,[EM]fly[EM]busts in silhouette[EM]cockroach[EM]spider[EM]busts in silhouette[EM],0.9886524081230164,True
162,common nuisance,[EM]man gesturing NO[EM]palms up together[EM],0.77045738697052,True
163,common nuisance,[EM]skull and crossbones[EM]mount fuji[EM]biohazard[EM],0.7162448167800903,False
164,common nuisance,[EM]cloud[EM]cross mark[EM],0.6979484558105469,False
165,common parlance,[EM]notebook with decorative cover[EM]notebook[EM]speech balloon[EM]thought balloon[EM],0.9951066374778748,True
166,common parlance,[EM]left-right arrow[EM]speaking head[EM]speaking head[EM],0.9936842918395996,True
167,common parlance,[EM]boy[EM]clapping hands[EM]person curly hair[EM],0.9893527030944824,True
168,common parlance,[EM]speaking head[EM]busts in silhouette[EM],0.9865796566009521,True
169,common parlance,[EM]check mark button[EM]speaking head[EM]OK button[EM],0.9820700883865356,True
170,common procedure,[EM]syringe[EM]busts in silhouette[EM]stethoscope[EM]adhesive bandage[EM]drop of blood[EM]health worker[EM]busts in silhouette[EM],0.9809684157371521,True
171,common procedure,[EM]clockwise vertical arrows[EM]busts in silhouette[EM],0.9787461161613464,True
172,common procedure,[EM]busts in silhouette[EM]thinking face[EM],0.9198959469795227,False
173,common procedure,[EM]ladder[EM]play button[EM],0.919786810874939,True
174,common procedure,[EM]page facing up[EM]page with curl[EM]nerd face[EM]face with spiral eyes[EM],0.8890607357025146,False
175,common sailor,[EM]man light skin tone[EM]sailboat[EM]anchor[EM],0.995937705039978,True
176,common sailor,[EM]anchor[EM]man pilot[EM],0.9914714097976685,True
177,common sailor,[EM]sailboat[EM]play button[EM],0.9767826795578003,True
178,common sailor,[EM]sailboat[EM]palms up together[EM]man[EM],0.8825342059135437,True
179,common sailor,[EM]man blond hair[EM]busts in silhouette[EM]sailboat[EM],0.783205509185791,True
180,constant lover,[EM]couple with heart[EM]repeat single button[EM]couple with heart woman man[EM]couple with heart woman woman[EM],0.9979591369628906,True
181,constant lover,[EM]red heart[EM]woman frowning[EM]man frowning[EM]infinity[EM],0.9971470236778259,True
182,constant lover,[EM]couple with heart woman man[EM]heart with arrow[EM]clockwise vertical arrows[EM],0.9962408542633057,True
183,constant lover,[EM]zzz[EM]mantelpiece clock[EM]people hugging[EM],0.9957030415534973,True
184,constant lover,[EM]kiss man man[EM]men holding hands[EM]hourglass not done[EM]hourglass done[EM]revolving hearts[EM]man white hair[EM]man white hair[EM],0.7553467750549316,True
185,constant pain,[EM]persevering face[EM]hourglass not done[EM]face with head-bandage[EM],0.9936259984970093,True
186,constant pain,[EM]face with head-bandage[EM]drop of blood[EM],0.9863097071647644,False
187,constant pain,[EM]broken heart[EM]infinity[EM],0.9768622517585754,True
188,constant pain,[EM]syringe[EM]sad but relieved face[EM]face with head-bandage[EM],0.9514104723930359,True
189,constant pain,[EM]health worker[EM]face with head-bandage[EM],0.861740231513977,True
190,cool breeze,[EM]wind face[EM]ice[EM]dashing away[EM],0.9915196299552917,True
191,cool breeze,[EM]dashing away[EM]cold face[EM],0.9806280136108398,True
192,cool breeze,[EM]dashing away[EM]dashing away[EM]sparkles[EM],0.9661951661109924,False
193,cool breeze,[EM]wind face[EM]ice[EM],0.952523946762085,True
194,cool breeze,[EM]desert[EM]thermometer[EM],0.9269928932189941,False
195,cool drink,[EM]cup with straw[EM]COOL button[EM],0.9975703954696655,True
196,cool drink,[EM]tropical drink[EM]ice[EM]beer mug[EM],0.9964845180511475,True
197,cool drink,[EM]beverage box[EM]cup with straw[EM],0.9962754249572754,True
198,cool drink,[EM]bottle with popping cork[EM]ice[EM],0.993810772895813,True
199,cool drink,[EM]cup with straw[EM]dashing away[EM],0.9921464920043945,True
200,cool reception,[EM]studio microphone[EM]woman standing[EM]telephone[EM],0.9788834452629089,True
201,cool reception,[EM]confetti ball[EM]smiling face with sunglasses[EM],0.9724263548851013,True
202,cool reception,[EM]hotel[EM]COOL button[EM]bellhop bell[EM]telephone[EM],0.9704523682594299,True
203,cool reception,[EM]smiling face[EM]slightly smiling face[EM]waving hand[EM],0.9703346490859985,True
204,cool reception,[EM]woman[EM]dashing away[EM]desktop computer[EM],0.9565316438674927,True
205,cool relation,[EM]man standing[EM]ice[EM]woman standing[EM],0.994461178779602,True
206,cool relation,[EM]woman and man holding hands[EM]COOL button[EM],0.9695612788200378,True
207,cool relation,[EM]people holding hands[EM]COOL button[EM],0.9685251712799072,True
208,cool relation,[EM]slightly smiling face[EM]hot springs[EM]bust in silhouette[EM],0.9539726972579956,False
209,cool relation,[EM]men holding hands[EM]ice[EM],0.9514003992080688,True
210,cool room,[EM]gloves[EM]cold face[EM]scarf[EM]wind face[EM]coat[EM]house[EM],0.9882187247276306,True
211,cool room,[EM]couch and lamp[EM]COOL button[EM],0.9644457101821899,True
212,cool room,[EM]post office[EM]ice[EM],0.9628852605819702,True
213,cool room,[EM]hot beverage[EM]couch and lamp[EM]desktop computer[EM],0.9337143301963806,False
214,cool room,[EM]cold face[EM]thermometer[EM]house[EM],0.9330881237983704,True
215,cozy nook,[EM]bed[EM]smiling face with smiling eyes[EM],0.9974275827407837,True
216,cozy nook,[EM]couch and lamp[EM]sleeping face[EM],0.9969538450241089,True
217,cozy nook,[EM]smiling face with hearts[EM]bed[EM],0.9969499111175537,False
218,cozy nook,[EM]smiling face with hearts[EM]couch and lamp[EM],0.9938843250274658,True
219,cozy nook,[EM]smiling face[EM]relieved face[EM]sun[EM]sunrise over mountains[EM],0.9938319325447083,True
220,cozy room,[EM]house[EM]relieved face[EM]house with garden[EM]window[EM],0.9945356845855713,True
221,cozy room,[EM]couch and lamp[EM]bed[EM]zzz[EM]candle[EM],0.9913244843482971,True
222,cozy room,[EM]smiling face with hearts[EM]bed[EM],0.9849100708961487,True
223,cozy room,[EM]bed[EM]smiling face with smiling eyes[EM],0.9835334420204163,False
224,cozy room,[EM]smiling face with hearts[EM]couch and lamp[EM],0.9806646108627319,False
225,critical element,[EM]droplet[EM]fire[EM]snowflake[EM]high voltage[EM]dragon[EM],0.9957919120788574,True
226,critical element,[EM]rescue worker’s helmet[EM]double exclamation mark[EM],0.9913151860237122,True
227,critical element,[EM]petri dish[EM]atom symbol[EM]double exclamation mark[EM],0.9911037683486938,True
228,critical element,[EM]SOS button[EM]Japanese bargain button[EM],0.982886016368866,True
229,critical element,[EM]footprints[EM]double exclamation mark[EM],0.9096147418022156,False
230,critical illness,[EM]face with thermometer[EM]face with medical mask[EM]face with head-bandage[EM],0.996523380279541,True
231,critical illness,[EM]man health worker[EM]face vomiting[EM],0.9807517528533936,True
232,critical illness,[EM]health worker[EM]face with head-bandage[EM]pill[EM]face with medical mask[EM]microbe[EM]headstone[EM],0.9239720106124878,True
233,critical illness,[EM]health worker[EM]face with head-bandage[EM],0.7652413845062256,False
234,critical illness,[EM]pill[EM]cross mark[EM]face with thermometer[EM],0.746201753616333,False
235,critical mass,[EM]balance scale[EM]red exclamation mark[EM]elephant[EM],0.9951543807983398,True
236,critical mass,[EM]red exclamation mark[EM]balance scale[EM]red exclamation mark[EM]red exclamation mark[EM],0.9933167695999146,True
237,critical mass,[EM]woman judge[EM]balance scale[EM]man judge[EM],0.9924488067626953,True
238,critical mass,[EM]atom symbol[EM]pinching hand[EM]red exclamation mark[EM],0.9876640439033508,True
239,critical mass,[EM]balance scale[EM]cross mark[EM]flexed biceps[EM]man bald[EM]anger symbol[EM],0.945547342300415,False
240,critical shortage,[EM]bread[EM]cross mark[EM]skull and crossbones[EM],0.9952341318130493,True
241,critical shortage,[EM]cross mark[EM]hourglass done[EM]basket[EM],0.9936708211898804,True
242,critical shortage,[EM]chart decreasing[EM]police car light[EM],0.9637964963912964,True
243,critical shortage,[EM]crossed fingers[EM]police car light[EM],0.9278801083564758,False
244,critical shortage,[EM]prince[EM]cross mark[EM],0.8914740085601807,False
245,critical stage,[EM]thumbs up[EM]check mark[EM]cross mark[EM]skull and crossbones[EM],0.9957566261291504,True
246,critical stage,[EM]chart increasing[EM]old key[EM],0.9952168464660645,True
247,critical stage,[EM]chart decreasing[EM]chart increasing[EM]red exclamation mark[EM]red exclamation mark[EM],0.9952061176300049,True
248,critical stage,[EM]footprints[EM]double exclamation mark[EM],0.9119338393211365,True
249,critical stage,[EM]red exclamation mark[EM]skull[EM],0.9015287160873413,False
250,critical temperature,[EM]red exclamation mark[EM]thermometer[EM],0.9982820749282837,True
251,critical temperature,[EM]red exclamation mark[EM]red exclamation mark[EM]thermometer[EM]thermometer[EM]thermometer[EM],0.9975699782371521,True
252,critical temperature,[EM]hospital[EM]face with thermometer[EM],0.9942151308059692,True
253,critical temperature,[EM]warning[EM]thermometer[EM],0.9893403053283691,True
254,critical temperature,[EM]thermometer[EM]red exclamation mark[EM],0.9883056879043579,True
255,dark corner,[EM]school[EM]new moon[EM]shushing face[EM]Japanese secret button[EM],0.9914968609809875,True
256,dark corner,[EM]brick[EM]black circle[EM],0.9811916351318359,True
257,dark corner,[EM]prohibited[EM]flashlight[EM]prohibited[EM],0.9780464172363281,True
258,dark corner,[EM]cross mark[EM]new moon[EM]light bulb[EM],0.9767537117004395,True
259,dark corner,[EM]ballot box with ballot[EM]sunglasses[EM],0.9714418649673462,True
260,dark day,[EM]fog[EM]tornado[EM]fog[EM],0.9969125986099243,True
261,dark day,[EM]fog[EM]cloud with lightning and rain[EM]new moon[EM],0.9951891899108887,True
262,dark day,[EM]smiling face with horns[EM]new moon[EM]ogre[EM],0.9655013084411621,False
263,dark day,[EM]sunrise[EM]sunglasses[EM],0.9587154388427734,True
264,dark day,[EM]night with stars[EM]new moon[EM],0.940863847732544,True
265,dark glass,[EM]angry face with horns[EM]sunglasses[EM],0.9852921366691589,False
266,dark glass,[EM]angry face with horns[EM]spade suit[EM],0.9214104413986206,False
267,dark glass,[EM]glass of milk[EM]black circle[EM],0.921013593673706,True
268,dark glass,[EM]smiling face with horns[EM]black circle[EM],0.8946503400802612,False
269,dark glass,[EM]sunglasses[EM]light bulb[EM]unamused face[EM],0.8587871193885803,False
270,dark purpose,[EM]face with crossed-out eyes[EM]new moon[EM]skull[EM],0.9837615489959717,True
271,dark purpose,[EM]smiling face with horns[EM]new moon[EM]ogre[EM],0.8159849643707275,True
272,dark purpose,[EM]cross mark[EM]new moon[EM]light bulb[EM],0.8015495538711548,False
273,dark purpose,[EM]smiling face with horns[EM]angry face with horns[EM],0.7988250255584717,True
274,dark purpose,[EM]face with rolling eyes[EM]weary face[EM]writing hand light skin tone[EM]memo[EM],0.7864077091217041,False
275,dark shadow,[EM]sunglasses[EM]sunglasses[EM]bust in silhouette[EM],0.9961577653884888,True
276,dark shadow,[EM]light bulb[EM]cross mark[EM]person standing[EM],0.9868104457855225,True
277,dark shadow,[EM]bust in silhouette[EM]new moon[EM],0.9655011892318726,True
278,dark shadow,[EM]busts in silhouette[EM]black circle[EM],0.9182246923446655,True
279,dark shadow,[EM]men’s room[EM]new moon[EM],0.9152622818946838,True
280,dark undercurrent,[EM]no one under eighteen[EM]new moon[EM]water wave[EM],0.9734840393066406,True
281,dark undercurrent,[EM]water wave[EM]black circle[EM],0.964438796043396,True
282,dark undercurrent,[EM]smiling face with horns[EM]angry face with horns[EM],0.9143905639648438,False
283,dark undercurrent,[EM]angry face with horns[EM]spade suit[EM],0.8555731773376465,True
284,dark undercurrent,[EM]light bulb[EM]cross mark[EM]person standing[EM],0.8377545475959778,False
285,deep breath,[EM]face with open mouth[EM]yawning face[EM]face exhaling[EM],0.9977318048477173,True
286,deep breath,[EM]nose[EM]dashing away[EM]no smoking[EM],0.9952470064163208,False
287,deep breath,[EM]lungs[EM]wind face[EM],0.9923689365386963,True
288,deep breath,[EM]lungs[EM]face with open mouth[EM],0.9815655946731567,True
289,deep breath,[EM]face exhaling[EM]hole[EM],0.9786991477012634,True
290,deep concentration,[EM]shushing face[EM]hole[EM],0.9268525838851929,True
291,deep concentration,[EM]open book[EM]watch[EM],0.9201925992965698,False
292,deep concentration,[EM]speaking head[EM]hole[EM],0.8146278858184814,False
293,deep concentration,[EM]ladder[EM]play button[EM],0.7716662883758545,False
294,deep concentration,[EM]lungs[EM]face with open mouth[EM],0.7561781406402588,False
295,deep cut,[EM]face screaming in fear[EM]drop of blood[EM]face with crossed-out eyes[EM]kitchen knife[EM],0.9933330416679382,True
296,deep cut,[EM]drop of blood[EM]scissors[EM],0.9919084310531616,True
297,deep cut,[EM]kitchen knife[EM]index pointing up[EM]drop of blood[EM]drop of blood[EM],0.8949211835861206,True
298,deep cut,[EM]water wave[EM]loudly crying face[EM],0.8341265320777893,False
299,deep cut,[EM]scissors[EM]hole[EM],0.8340166807174683,True
300,deep emotion,[EM]crying face[EM]fast down button[EM]loudly crying face[EM],0.9915966391563416,True
