,sentence1,sentence2,score,label,label_name,emoji_list
291,hot forehead,[EM]face with thermometer[EM],1.0,0,emoji_annotations_text,[':face_with_thermometer:']
2725,intelligent question,[EM]hundred points[EM]speech balloon[EM]red question mark[EM],1.0,0,emoji_annotations_text,"[':hundred_points:', ':speech_balloon:', ':red_question_mark:']"
2684,domestic animal,[EM]bank[EM]dog face[EM]cat face[EM],1.0,0,emoji_annotations_text,"[':bank:', ':dog_face:', ':cat_face:']"
1090,heavy load,[EM]balance scale[EM]toolbox[EM],1.0,0,emoji_annotations_text,"[':balance_scale:', ':toolbox:']"
96,big city,[EM]cityscape[EM]cityscape[EM]cityscape[EM],1.0,0,emoji_annotations_text,"[':cityscape:', ':cityscape:', ':cityscape:']"
41,big voice,[EM]loudspeaker[EM],1.0,0,emoji_annotations_text,[':loudspeaker:']
89,big city,[EM]cityscape[EM]cityscape[EM]cityscape[EM],1.0,0,emoji_annotations_text,"[':cityscape:', ':cityscape:', ':cityscape:']"
1179,full life,[EM]battery[EM],1.0,0,emoji_annotations_text,[':battery:']
2122,clear glass,[EM]glass of milk[EM]sparkles[EM]sparkles[EM],1.0,0,emoji_annotations_text,"[':glass_of_milk:', ':sparkles:', ':sparkles:']"
1975,warm climate,[EM]sun with face[EM]sun[EM],1.0,0,emoji_annotations_text,"[':sun_with_face:', ':sun:']"
525,right decision,[EM]check mark button[EM]thinking face[EM],1.0,0,emoji_annotations_text,"[':check_mark_button:', ':thinking_face:']"
2415,high ceiling,[EM]up arrow[EM]houses[EM],1.0,0,emoji_annotations_text,"[':up_arrow:', ':houses:']"
2686,domestic animal,[EM]cat[EM]dog[EM]rabbit[EM],1.0,0,emoji_annotations_text,"[':cat:', ':dog:', ':rabbit:']"
2449,high opinion,[EM]memo[EM],1.0,0,emoji_annotations_text,[':memo:']
1915,warm greeting,[EM]smiling face with open hands[EM]raising hands light skin tone[EM]waving hand light skin tone[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_open_hands:', ':raising_hands_light_skin_tone:', ':waving_hand_light_skin_tone:']"
2536,cool reception,[EM]smiling face with open hands[EM],1.0,0,emoji_annotations_text,[':smiling_face_with_open_hands:']
793,far country,[EM]Statue of Liberty[EM]shinto shrine[EM]shinto shrine[EM]Statue of Liberty[EM],1.0,0,emoji_annotations_text,"[':Statue_of_Liberty:', ':shinto_shrine:', ':shinto_shrine:', ':Statue_of_Liberty:']"
293,hot forehead,[EM]hot face[EM]face with medical mask[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':face_with_medical_mask:']"
2054,clear air,[EM]full moon face[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':full_moon_face:', ':dashing_away:']"
1599,critical stage,[EM]chart increasing[EM]chart decreasing[EM],1.0,0,emoji_annotations_text,"[':chart_increasing:', ':chart_decreasing:']"
946,common procedure,[EM]spiral notepad[EM]spiral notepad[EM],1.0,0,emoji_annotations_text,"[':spiral_notepad:', ':spiral_notepad:']"
2987,delicate china,[EM]China[EM]fork and knife with plate[EM],1.0,0,emoji_annotations_text,"[':China:', ':fork_and_knife_with_plate:']"
2210,deep sigh,[EM]face exhaling[EM],1.0,0,emoji_annotations_text,[':face_exhaling:']
110,big tipper,[EM]man farmer light skin tone[EM],1.0,0,emoji_annotations_text,[':man_farmer_light_skin_tone:']
1452,low sun,[EM]woman tipping hand[EM]sun[EM],1.0,0,emoji_annotations_text,"[':woman_tipping_hand:', ':sun:']"
1545,low price,[EM]down arrow[EM]money bag[EM]heavy dollar sign[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':money_bag:', ':heavy_dollar_sign:']"
1216,little man,[EM]pinching hand[EM]man[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':man:']"
2160,clear-cut evidence,[EM]eyes[EM]OK hand light skin tone[EM]writing hand[EM],1.0,0,emoji_annotations_text,"[':eyes:', ':OK_hand_light_skin_tone:', ':writing_hand:']"
452,dark corner,[EM]hole[EM],1.0,0,emoji_annotations_text,[':hole:']
1400,dull glow,[EM]yawning face[EM]glowing star[EM],1.0,0,emoji_annotations_text,"[':yawning_face:', ':glowing_star:']"
1574,critical illness,[EM]face with thermometer[EM]face with crossed-out eyes[EM],1.0,0,emoji_annotations_text,"[':face_with_thermometer:', ':face_with_crossed-out_eyes:']"
245,hot temper,[EM]pouting face[EM],1.0,0,emoji_annotations_text,[':pouting_face:']
208,hot topic,[EM]speaking head[EM]speech balloon[EM]thought balloon[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':speech_balloon:', ':thought_balloon:']"
1944,warm room,[EM]sun with face[EM]house with garden[EM],1.0,0,emoji_annotations_text,"[':sun_with_face:', ':house_with_garden:']"
3111,sound approach,[EM]musical note[EM],1.0,0,emoji_annotations_text,[':musical_note:']
2775,constant pain,[EM]clockwise vertical arrows[EM]hot face[EM],1.0,0,emoji_annotations_text,"[':clockwise_vertical_arrows:', ':hot_face:']"
1514,low bow,[EM]grinning face with sweat[EM],1.0,0,emoji_annotations_text,[':grinning_face_with_sweat:']
397,dark day,[EM]sun behind rain cloud[EM]waxing crescent moon[EM],1.0,0,emoji_annotations_text,"[':sun_behind_rain_cloud:', ':waxing_crescent_moon:']"
1412,cozy nook,[EM]houses[EM]backhand index pointing right[EM],1.0,0,emoji_annotations_text,"[':houses:', ':backhand_index_pointing_right:']"
723,short story,[EM]pinching hand[EM]open book[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':open_book:']"
2446,high opinion,[EM]light bulb[EM],1.0,0,emoji_annotations_text,[':light_bulb:']
2451,high opinion,[EM]up arrow[EM]thought balloon[EM],1.0,0,emoji_annotations_text,"[':up_arrow:', ':thought_balloon:']"
1899,warm support,[EM]smiling face with hearts[EM]yellow heart[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_hearts:', ':yellow_heart:']"
1626,critical shortage,[EM]Japanese vacancy button[EM]double exclamation mark[EM],1.0,0,emoji_annotations_text,"[':Japanese_vacancy_button:', ':double_exclamation_mark:']"
1086,heavy load,[EM]package[EM]hot face[EM],1.0,0,emoji_annotations_text,"[':package:', ':hot_face:']"
1268,ample supply,[EM]package[EM],1.0,0,emoji_annotations_text,[':package:']
818,average merit,[EM]memo[EM]OK button[EM],1.0,0,emoji_annotations_text,"[':memo:', ':OK_button:']"
582,right thing,[EM]check mark button[EM],1.0,0,emoji_annotations_text,[':check_mark_button:']
450,dark corner,[EM]black square button[EM],1.0,0,emoji_annotations_text,[':black_square_button:']
1029,common man,[EM]man red hair[EM]man blond hair[EM]person bald[EM]old man[EM],1.0,0,emoji_annotations_text,"[':man_red_hair:', ':man_blond_hair:', ':person_bald:', ':old_man:']"
186,hot stove,[EM]thermometer[EM]rock[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':rock:']"
1437,low hill,[EM]woman tipping hand[EM]mount fuji[EM],1.0,0,emoji_annotations_text,"[':woman_tipping_hand:', ':mount_fuji:']"
1933,warm debate,[EM]smiling face with open hands[EM],1.0,0,emoji_annotations_text,[':smiling_face_with_open_hands:']
58,big group,[EM]people holding hands[EM]woman and man holding hands[EM]women holding hands[EM]men holding hands[EM]family[EM],1.0,0,emoji_annotations_text,"[':people_holding_hands:', ':woman_and_man_holding_hands:', ':women_holding_hands:', ':men_holding_hands:', ':family:']"
2502,cool drink,[EM]cold face[EM]cup with straw[EM],1.0,0,emoji_annotations_text,"[':cold_face:', ':cup_with_straw:']"
568,right road,[EM]check mark button[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':check_mark_button:', ':motorway:']"
690,short flight,[EM]pinching hand[EM]airplane[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':airplane:']"
1361,dull sky,[EM]black large square[EM]fog[EM],1.0,0,emoji_annotations_text,"[':black_large_square:', ':fog:']"
2053,clear air,[EM]foggy[EM],1.0,0,emoji_annotations_text,[':foggy:']
512,right side,[EM]right arrow[EM],1.0,0,emoji_annotations_text,[':right_arrow:']
791,far country,[EM]airplane[EM]world map[EM]pushpin[EM],1.0,0,emoji_annotations_text,"[':airplane:', ':world_map:', ':pushpin:']"
1102,heavy fog,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:']
169,hot water,[EM]fire[EM]droplet[EM],1.0,0,emoji_annotations_text,"[':fire:', ':droplet:']"
1624,critical shortage,[EM]no entry[EM]warning[EM],1.0,0,emoji_annotations_text,"[':no_entry:', ':warning:']"
1973,warm climate,[EM]sun behind cloud[EM]thermometer[EM],1.0,0,emoji_annotations_text,"[':sun_behind_cloud:', ':thermometer:']"
2920,effective entrance,[EM]hundred points[EM]person walking[EM],1.0,0,emoji_annotations_text,"[':hundred_points:', ':person_walking:']"
1214,little man,[EM]men holding hands[EM],1.0,0,emoji_annotations_text,[':men_holding_hands:']
1817,wrong cheating,[EM]person facepalming[EM]page facing up[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':person_facepalming:', ':page_facing_up:', ':hundred_points:']"
2672,domestic chore,[EM]house[EM]broom[EM],1.0,0,emoji_annotations_text,"[':house:', ':broom:']"
1043,common parlance,[EM]speaking head[EM]deaf man[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':deaf_man:']"
1974,warm climate,[EM]hot face[EM]desert[EM],1.0,0,emoji_annotations_text,"[':hot_face:', ':desert:']"
741,short life,[EM]baby[EM]baby angel[EM],1.0,0,emoji_annotations_text,"[':baby:', ':baby_angel:']"
2249,deep emotion,[EM]face in clouds[EM],1.0,0,emoji_annotations_text,[':face_in_clouds:']
2252,deep emotion,[EM]face with symbols on mouth[EM]zipper-mouth face[EM],1.0,0,emoji_annotations_text,"[':face_with_symbols_on_mouth:', ':zipper-mouth_face:']"
610,short ration,[EM]pinching hand[EM]cooked rice[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':cooked_rice:']"
1285,ample waistline,[EM]dress[EM]dress[EM],1.0,0,emoji_annotations_text,"[':dress:', ':dress:']"
2892,effective step,[EM]check mark[EM]leg[EM],1.0,0,emoji_annotations_text,"[':check_mark:', ':leg:']"
19,big expenditure,[EM]money with wings[EM]money with wings[EM]money with wings[EM],1.0,0,emoji_annotations_text,"[':money_with_wings:', ':money_with_wings:', ':money_with_wings:']"
1315,remarkable sight,[EM]national park[EM],1.0,0,emoji_annotations_text,[':national_park:']
2646,domestic worry,[EM]house[EM]downcast face with sweat[EM],1.0,0,emoji_annotations_text,"[':house:', ':downcast_face_with_sweat:']"
1764,thick cream,[EM]man shrugging[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':man_shrugging:', ':dashing_away:']"
113,big tipper,[EM]smiling face with sunglasses[EM]smiling face with sunglasses[EM]man tipping hand[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_sunglasses:', ':smiling_face_with_sunglasses:', ':man_tipping_hand:']"
932,dirty fighter,[EM]nauseated face[EM]oncoming fist light skin tone[EM]raised fist light skin tone[EM],1.0,0,emoji_annotations_text,"[':nauseated_face:', ':oncoming_fist_light_skin_tone:', ':raised_fist_light_skin_tone:']"
1707,thin air,[EM]pinching hand[EM]hot springs[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':hot_springs:']"
325,bright sun,[EM]sun[EM]full moon face[EM],1.0,0,emoji_annotations_text,"[':sun:', ':full_moon_face:']"
1150,full attention,[EM]person frowning[EM]OK hand dark skin tone[EM],1.0,0,emoji_annotations_text,"[':person_frowning:', ':OK_hand_dark_skin_tone:']"
1527,low reservoir,[EM]fast down button[EM]sweat droplets[EM],1.0,0,emoji_annotations_text,"[':fast_down_button:', ':sweat_droplets:']"
1871,wrong assumption,[EM]man gesturing NO[EM]warning[EM],1.0,0,emoji_annotations_text,"[':man_gesturing_NO:', ':warning:']"
1483,low cloud,[EM]pinching hand[EM]cloud[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':cloud:']"
1213,little man,[EM]man standing[EM],1.0,0,emoji_annotations_text,[':man_standing:']
1815,wrong cheating,[EM]prohibited[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':prohibited:', ':hundred_points:']"
3122,sound thrashing,[EM]ear with hearing aid[EM]wavy dash[EM]wavy dash[EM]wavy dash[EM],1.0,0,emoji_annotations_text,"[':ear_with_hearing_aid:', ':wavy_dash:', ':wavy_dash:', ':wavy_dash:']"
2125,clear glass,[EM]computer mouse[EM],1.0,0,emoji_annotations_text,[':computer_mouse:']
2934,foreign accent,[EM]pouting face[EM],1.0,0,emoji_annotations_text,[':pouting_face:']
1302,puzzling statement,[EM]zzz[EM]clipboard[EM],1.0,0,emoji_annotations_text,"[':zzz:', ':clipboard:']"
1346,dull play,[EM]expressionless face[EM]performing arts[EM],1.0,0,emoji_annotations_text,"[':expressionless_face:', ':performing_arts:']"
1650,immediate reply,[EM]clockwise vertical arrows[EM]alarm clock[EM],1.0,0,emoji_annotations_text,"[':clockwise_vertical_arrows:', ':alarm_clock:']"
1932,warm debate,[EM]pouting face[EM]pouting face[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':pouting_face:', ':pouting_face:', ':speaking_head:']"
2123,clear glass,[EM]magnifying glass tilted right[EM]glasses[EM],1.0,0,emoji_annotations_text,"[':magnifying_glass_tilted_right:', ':glasses:']"
691,short flight,[EM]pinching hand[EM]airplane[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':airplane:']"
2377,high mountain,[EM]mountain[EM],1.0,0,emoji_annotations_text,[':mountain:']
1087,heavy load,[EM]package[EM]balance scale[EM],1.0,0,emoji_annotations_text,"[':package:', ':balance_scale:']"
1104,heavy fog,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:']
164,hot water,[EM]hot springs[EM]droplet[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':droplet:']"
754,far journey,[EM]airplane departure[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':airplane_departure:', ':motorway:']"
1146,full attention,[EM]man raising hand[EM]bullseye[EM]thinking face[EM],1.0,0,emoji_annotations_text,"[':man_raising_hand:', ':bullseye:', ':thinking_face:']"
2532,cool reception,[EM]cold face[EM]woman tipping hand[EM]bellhop bell[EM],1.0,0,emoji_annotations_text,"[':cold_face:', ':woman_tipping_hand:', ':bellhop_bell:']"
1105,heavy fog,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:']
1373,dull silver,[EM]paintbrush[EM]face without mouth[EM],1.0,0,emoji_annotations_text,"[':paintbrush:', ':face_without_mouth:']"
2620,idyllic life,[EM]beaming face with smiling eyes[EM]person taking bath[EM],1.0,0,emoji_annotations_text,"[':beaming_face_with_smiling_eyes:', ':person_taking_bath:']"
1132,full auditorium,[EM]speaking head[EM]woman and man holding hands[EM]woman and man holding hands[EM]woman and man holding hands[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':woman_and_man_holding_hands:', ':woman_and_man_holding_hands:', ':woman_and_man_holding_hands:']"
2562,cool breeze,[EM]snowflake[EM]wind face[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,"[':snowflake:', ':wind_face:', ':leaf_fluttering_in_wind:']"
596,short holiday,[EM]cross mark[EM]luggage[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':luggage:']"
148,hot doll,[EM]nesting dolls[EM]woman dancing[EM]people with bunny ears[EM],1.0,0,emoji_annotations_text,"[':nesting_dolls:', ':woman_dancing:', ':people_with_bunny_ears:']"
1734,thick soup,[EM]cross mark[EM]pinching hand[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':pinching_hand:', ':bowl_with_spoon:']"
264,hot argument,[EM]boy[EM]hot springs[EM]speech balloon[EM]boy[EM],1.0,0,emoji_annotations_text,"[':boy:', ':hot_springs:', ':speech_balloon:', ':boy:']"
1872,wrong assumption,[EM]cross mark[EM]face with monocle[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':face_with_monocle:']"
1690,thin soup,[EM]sweat droplets[EM]fondue[EM],1.0,0,emoji_annotations_text,"[':sweat_droplets:', ':fondue:']"
3032,delicate flavor,[EM]smiling face with smiling eyes[EM],1.0,0,emoji_annotations_text,[':smiling_face_with_smiling_eyes:']
895,dirty work,[EM]winking face[EM]shushing face[EM]man office worker[EM],1.0,0,emoji_annotations_text,"[':winking_face:', ':shushing_face:', ':man_office_worker:']"
267,hot argument,[EM]face with symbols on mouth[EM]speaking head[EM]right anger bubble[EM],1.0,0,emoji_annotations_text,"[':face_with_symbols_on_mouth:', ':speaking_head:', ':right_anger_bubble:']"
2645,domestic worry,[EM]bank[EM]dollar banknote[EM],1.0,0,emoji_annotations_text,"[':bank:', ':dollar_banknote:']"
844,dirty job,[EM]smiling face with horns[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_horns:', ':briefcase:']"
677,short money,[EM]money with wings[EM],1.0,0,emoji_annotations_text,[':money_with_wings:']
265,hot argument,[EM]fire[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':fire:', ':speaking_head:']"
1516,low bow,[EM]down-right arrow[EM]bow and arrow[EM],1.0,0,emoji_annotations_text,"[':down-right_arrow:', ':bow_and_arrow:']"
2894,effective step,[EM]hundred points[EM]person walking[EM],1.0,0,emoji_annotations_text,"[':hundred_points:', ':person_walking:']"
1542,low price,[EM]fast down button[EM]heavy dollar sign[EM],1.0,0,emoji_annotations_text,"[':fast_down_button:', ':heavy_dollar_sign:']"
880,dirty slum,[EM]nauseated face[EM]face vomiting[EM]pile of poo[EM],1.0,0,emoji_annotations_text,"[':nauseated_face:', ':face_vomiting:', ':pile_of_poo:']"
380,dark shadow,[EM]raccoon[EM],1.0,0,emoji_annotations_text,[':raccoon:']
611,short ration,[EM]cross mark[EM]bread[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':bread:']"
612,short ration,[EM]pinching hand[EM],1.0,0,emoji_annotations_text,[':pinching_hand:']
709,short month,[EM]pinching hand[EM]calendar[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':calendar:']"
79,big man,[EM]flexed biceps[EM]man lifting weights[EM]man curly hair[EM],1.0,0,emoji_annotations_text,"[':flexed_biceps:', ':man_lifting_weights:', ':man_curly_hair:']"
988,common nuisance,[EM]woman facepalming[EM],1.0,0,emoji_annotations_text,[':woman_facepalming:']
431,dark undercurrent,[EM]gai[EM]a[EM][EM],1.0,0,emoji_annotations_text,"['again', 'wat', '??']"
2051,clear air,[EM]magnifying glass tilted right[EM]sun behind small cloud[EM],1.0,0,emoji_annotations_text,"[':magnifying_glass_tilted_right:', ':sun_behind_small_cloud:']"
3136,sound advice,[EM]speaker medium volume[EM]deaf man[EM],1.0,0,emoji_annotations_text,"[':speaker_medium_volume:', ':deaf_man:']"
755,far journey,[EM]airplane[EM]sunrise over mountains[EM],1.0,0,emoji_annotations_text,"[':airplane:', ':sunrise_over_mountains:']"
361,bright room,[EM]light bulb[EM]house[EM],1.0,0,emoji_annotations_text,"[':light_bulb:', ':house:']"
430,dark undercurrent,[EM]new moon[EM]national park[EM],1.0,0,emoji_annotations_text,"[':new_moon:', ':national_park:']"
344,bright dress,[EM]woman dancing[EM],1.0,0,emoji_annotations_text,[':woman_dancing:']
429,dark undercurrent,[EM]new moon[EM]confounded face[EM],1.0,0,emoji_annotations_text,"[':new_moon:', ':confounded_face:']"
1887,wrong time,[EM]person facepalming[EM]one o’clock[EM],1.0,0,emoji_annotations_text,"[':person_facepalming:', ':one_o’clock:']"
945,common procedure,[EM]check mark button[EM]clipboard[EM],1.0,0,emoji_annotations_text,"[':check_mark_button:', ':clipboard:']"
2105,clear explanation,[EM]light bulb[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':light_bulb:', ':speaking_head:']"
150,hot doll,[EM]women with bunny ears[EM]hot face[EM],1.0,0,emoji_annotations_text,"[':women_with_bunny_ears:', ':hot_face:']"
514,right side,[EM]registered[EM]right arrow[EM],1.0,0,emoji_annotations_text,"[':registered:', ':right_arrow:']"
1747,thick smoke,[EM]dashing away[EM]face with medical mask[EM],1.0,0,emoji_annotations_text,"[':dashing_away:', ':face_with_medical_mask:']"
1455,low sun,[EM]down arrow[EM]sun[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':sun:']"
485,right bank,[EM]check mark button[EM]bank[EM],1.0,0,emoji_annotations_text,"[':check_mark_button:', ':bank:']"
1074,heavy metal,[EM]rock[EM]sign of the horns[EM],1.0,0,emoji_annotations_text,"[':rock:', ':sign_of_the_horns:']"
2374,high mountain,[EM]snow-capped mountain[EM]mountain cableway[EM],1.0,0,emoji_annotations_text,"[':snow-capped_mountain:', ':mountain_cableway:']"
