,sentence1,sentence2,score,label,label_name,emoji_list
1640,critical element,[EM]mechanical arm[EM],1.0,0,emoji_annotations_text,[':mechanical_arm:']
906,dirty money,[EM]smiling face with horns[EM]money bag[EM]money bag[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_horns:', ':money_bag:', ':money_bag:']"
594,short holiday,[EM]hourglass done[EM]partying face[EM],1.0,0,emoji_annotations_text,"[':hourglass_done:', ':partying_face:']"
1705,thin air,[EM]wavy dash[EM]fog[EM],1.0,0,emoji_annotations_text,"[':wavy_dash:', ':fog:']"
91,big city,[EM]cityscape[EM]cityscape[EM]bullet train[EM]airplane[EM]oncoming automobile[EM],1.0,0,emoji_annotations_text,"[':cityscape:', ':cityscape:', ':bullet_train:', ':airplane:', ':oncoming_automobile:']"
841,dirty job,[EM]speak-no-evil monkey[EM]handbag[EM],1.0,0,emoji_annotations_text,"[':speak-no-evil_monkey:', ':handbag:']"
394,dark day,[EM]black circle[EM]sunset[EM],1.0,0,emoji_annotations_text,"[':black_circle:', ':sunset:']"
192,hot stove,[EM]fire[EM]shallow pan of food[EM],1.0,0,emoji_annotations_text,"[':fire:', ':shallow_pan_of_food:']"
4,big business,[EM]office building[EM]woman technologist[EM]man technologist[EM]chart increasing[EM]chart decreasing[EM],1.0,0,emoji_annotations_text,"[':office_building:', ':woman_technologist:', ':man_technologist:', ':chart_increasing:', ':chart_decreasing:']"
2976,exotic cuisine,[EM]thinking face[EM],1.0,0,emoji_annotations_text,[':thinking_face:']
2358,high building,[EM]up-right arrow[EM]office building[EM],1.0,0,emoji_annotations_text,"[':up-right_arrow:', ':office_building:']"
2564,cool breeze,[EM]wind face[EM],1.0,0,emoji_annotations_text,[':wind_face:']
580,right thing,[EM]check mark button[EM]clipboard[EM],1.0,0,emoji_annotations_text,"[':check_mark_button:', ':clipboard:']"
2566,cool breeze,[EM]wind face[EM],1.0,0,emoji_annotations_text,[':wind_face:']
1133,full auditorium,[EM]woman student[EM]student[EM]man student[EM]student[EM]woman student[EM]student[EM]man student[EM]student[EM]student[EM]man student[EM]student[EM]woman student[EM]student[EM]man student[EM],1.0,0,emoji_annotations_text,"[':woman_student:', ':student:', ':man_student:', ':student:', ':woman_student:', ':student:', ':man_student:', ':student:', ':student:', ':man_student:', ':student:', ':woman_student:', ':student:', ':man_student:']"
2304,high price,[EM]up-right arrow[EM]heavy dollar sign[EM],1.0,0,emoji_annotations_text,"[':up-right_arrow:', ':heavy_dollar_sign:']"
2003,warm personality,[EM]sun[EM]person in suit levitating light skin tone[EM],1.0,0,emoji_annotations_text,"[':sun:', ':person_in_suit_levitating_light_skin_tone:']"
2605,inadequate staff,[EM]pinching hand[EM]office worker[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':office_worker:']"
707,short month,[EM]pinching hand[EM]tear-off calendar[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':tear-off_calendar:']"
817,average merit,[EM]bust in silhouette[EM]thought balloon[EM]backhand index pointing right[EM]books[EM],1.0,0,emoji_annotations_text,"[':bust_in_silhouette:', ':thought_balloon:', ':backhand_index_pointing_right:', ':books:']"
2050,clear air,[EM]dashing away[EM]thumbs up light skin tone[EM],1.0,0,emoji_annotations_text,"[':dashing_away:', ':thumbs_up_light_skin_tone:']"
738,short life,[EM]pinching hand[EM]heart with ribbon[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':heart_with_ribbon:']"
284,hot forehead,[EM]hot springs[EM]face with head-bandage[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':face_with_head-bandage:']"
232,hot merchandise,[EM]money bag[EM]Japanese acceptable button[EM],1.0,0,emoji_annotations_text,"[':money_bag:', ':Japanese_acceptable_button:']"
2698,ineffectual ruler,[EM]person gesturing NO[EM]ballot box with ballot[EM],1.0,0,emoji_annotations_text,"[':person_gesturing_NO:', ':ballot_box_with_ballot:']"
1454,low sun,[EM]smiling face with sunglasses[EM],1.0,0,emoji_annotations_text,[':smiling_face_with_sunglasses:']
1819,wrong cheating,[EM]anger symbol[EM]stop sign[EM],1.0,0,emoji_annotations_text,"[':anger_symbol:', ':stop_sign:']"
1732,thick soup,[EM]shallow pan of food[EM],1.0,0,emoji_annotations_text,[':shallow_pan_of_food:']
95,big city,[EM]dollar banknote[EM]dollar banknote[EM]cityscape[EM]sparkler[EM]ambulance[EM]automobile[EM]horizontal traffic light[EM],1.0,0,emoji_annotations_text,"[':dollar_banknote:', ':dollar_banknote:', ':cityscape:', ':sparkler:', ':ambulance:', ':automobile:', ':horizontal_traffic_light:']"
1902,warm support,[EM]flexed biceps light skin tone[EM]flexed biceps light skin tone[EM]flexed biceps light skin tone[EM]flexed biceps light skin tone[EM]flexed biceps light skin tone[EM],1.0,0,emoji_annotations_text,"[':flexed_biceps_light_skin_tone:', ':flexed_biceps_light_skin_tone:', ':flexed_biceps_light_skin_tone:', ':flexed_biceps_light_skin_tone:', ':flexed_biceps_light_skin_tone:']"
854,dirty foot,[EM]nauseated face[EM]foot light skin tone[EM],1.0,0,emoji_annotations_text,"[':nauseated_face:', ':foot_light_skin_tone:']"
3001,delicate wing,[EM]broken heart[EM]airplane[EM],1.0,0,emoji_annotations_text,"[':broken_heart:', ':airplane:']"
268,hot argument,[EM]face with steam from nose[EM]middle finger[EM]anger symbol[EM]speaking head[EM],1.0,0,emoji_annotations_text,"[':face_with_steam_from_nose:', ':middle_finger:', ':anger_symbol:', ':speaking_head:']"
1196,little boy,[EM]person in suit levitating light skin tone[EM],1.0,0,emoji_annotations_text,[':person_in_suit_levitating_light_skin_tone:']
1694,thin soup,[EM]pinching hand[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':bowl_with_spoon:']"
1003,common sailor,[EM]man pilot[EM]woman pilot[EM],1.0,0,emoji_annotations_text,"[':man_pilot:', ':woman_pilot:']"
2124,clear glass,[EM]OK hand light skin tone[EM],1.0,0,emoji_annotations_text,[':OK_hand_light_skin_tone:']
756,far journey,[EM]luggage[EM]airplane[EM],1.0,0,emoji_annotations_text,"[':luggage:', ':airplane:']"
37,big voice,[EM]speech balloon[EM]speaker high volume[EM],1.0,0,emoji_annotations_text,"[':speech_balloon:', ':speaker_high_volume:']"
1788,wrong paper,[EM]woman gesturing NO[EM]bookmark tabs[EM],1.0,0,emoji_annotations_text,"[':woman_gesturing_NO:', ':bookmark_tabs:']"
62,big group,[EM]people holding hands[EM]woman and man holding hands[EM]women holding hands[EM]men holding hands[EM],1.0,0,emoji_annotations_text,"[':people_holding_hands:', ':woman_and_man_holding_hands:', ':women_holding_hands:', ':men_holding_hands:']"
2711,ineffectual therapy,[EM]person gesturing NO[EM]person getting massage[EM],1.0,0,emoji_annotations_text,"[':person_gesturing_NO:', ':person_getting_massage:']"
2762,constant lover,[EM]revolving hearts[EM]infinity[EM],1.0,0,emoji_annotations_text,"[':revolving_hearts:', ':infinity:']"
1031,common man,[EM]boy[EM]man tipping hand[EM],1.0,0,emoji_annotations_text,"[':boy:', ':man_tipping_hand:']"
1335,dull mood,[EM]yawning face[EM]neutral face[EM],1.0,0,emoji_annotations_text,"[':yawning_face:', ':neutral_face:']"
1988,warm coat,[EM]coat[EM],1.0,0,emoji_annotations_text,[':coat:']
2751,intelligent solution,[EM]hundred points[EM]speech balloon[EM],1.0,0,emoji_annotations_text,"[':hundred_points:', ':speech_balloon:']"
3096,sound explanation,[EM]ear with hearing aid[EM]woman teacher[EM],1.0,0,emoji_annotations_text,"[':ear_with_hearing_aid:', ':woman_teacher:']"
74,big man,[EM]man technologist light skin tone[EM],1.0,0,emoji_annotations_text,[':man_technologist_light_skin_tone:']
341,bright dress,[EM]hundred points[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':hundred_points:', ':hundred_points:']"
526,right decision,[EM]check box with check[EM]check mark button[EM],1.0,0,emoji_annotations_text,"[':check_box_with_check:', ':check_mark_button:']"
2802,internal sense,[EM]brain[EM]right anger bubble[EM],1.0,0,emoji_annotations_text,"[':brain:', ':right_anger_bubble:']"
2278,deep sleep,[EM]sleeping face[EM]zzz[EM],1.0,0,emoji_annotations_text,"[':sleeping_face:', ':zzz:']"
2578,inadequate income,[EM]money with wings[EM]downcast face with sweat[EM],1.0,0,emoji_annotations_text,"[':money_with_wings:', ':downcast_face_with_sweat:']"
1233,little house,[EM]house with garden[EM],1.0,0,emoji_annotations_text,[':house_with_garden:']
289,hot forehead,[EM]fire[EM]face with thermometer[EM],1.0,0,emoji_annotations_text,"[':fire:', ':face_with_thermometer:']"
1652,immediate reply,[EM]double exclamation mark[EM]double exclamation mark[EM]double exclamation mark[EM],1.0,0,emoji_annotations_text,"[':double_exclamation_mark:', ':double_exclamation_mark:', ':double_exclamation_mark:']"
1721,thin line,[EM]pinching hand[EM]straight ruler[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':straight_ruler:']"
657,short supply,[EM]pinching hand[EM]articulated lorry[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':articulated_lorry:']"
1612,critical temperature,[EM]thermometer[EM]hot face[EM]cold face[EM]face with thermometer[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':hot_face:', ':cold_face:', ':face_with_thermometer:']"
1789,wrong paper,[EM]cross mark[EM]page facing up[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':page_facing_up:']"
2055,clear air,[EM]dashing away[EM],1.0,0,emoji_annotations_text,[':dashing_away:']
1439,low hill,[EM]cold face[EM],1.0,0,emoji_annotations_text,[':cold_face:']
2548,cool room,[EM]COOL button[EM]men’s room[EM],1.0,0,emoji_annotations_text,"[':COOL_button:', ':men’s_room:']"
1919,warm greeting,[EM]waving hand light skin tone[EM]waving hand light skin tone[EM],1.0,0,emoji_annotations_text,"[':waving_hand_light_skin_tone:', ':waving_hand_light_skin_tone:']"
26,big expenditure,[EM]money with wings[EM]money with wings[EM]shopping cart[EM],1.0,0,emoji_annotations_text,"[':money_with_wings:', ':money_with_wings:', ':shopping_cart:']"
244,hot temper,[EM]hot springs[EM]anger symbol[EM]face with symbols on mouth[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':anger_symbol:', ':face_with_symbols_on_mouth:']"
766,far side,[EM]airplane departure[EM]building construction[EM],1.0,0,emoji_annotations_text,"[':airplane_departure:', ':building_construction:']"
554,right man,[EM]man[EM]check mark button[EM],1.0,0,emoji_annotations_text,"[':man:', ':check_mark_button:']"
2277,deep sleep,[EM]sleeping face[EM]drooling face[EM],1.0,0,emoji_annotations_text,"[':sleeping_face:', ':drooling_face:']"
3072,fresh lettuce,[EM]leafy green[EM],1.0,0,emoji_annotations_text,[':leafy_green:']
378,dark shadow,[EM]hole[EM],1.0,0,emoji_annotations_text,[':hole:']
223,hot merchandise,[EM]thermometer[EM]shopping bags[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':shopping_bags:']"
3137,sound advice,[EM]radio[EM],1.0,0,emoji_annotations_text,[':radio:']
2104,clear explanation,[EM]mouth[EM]thumbs up light skin tone[EM]sparkles[EM],1.0,0,emoji_annotations_text,"[':mouth:', ':thumbs_up_light_skin_tone:', ':sparkles:']"
1546,low price,[EM]down arrow[EM]heavy dollar sign[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':heavy_dollar_sign:']"
357,bright room,[EM]flashlight[EM]light bulb[EM]house[EM],1.0,0,emoji_annotations_text,"[':flashlight:', ':light_bulb:', ':house:']"
693,short flight,[EM]pinching hand[EM]one o’clock[EM]airplane[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':one_o’clock:', ':airplane:']"
2593,inadequate training,[EM]pile of poo[EM]flexed biceps[EM],1.0,0,emoji_annotations_text,"[':pile_of_poo:', ':flexed_biceps:']"
2447,high opinion,[EM]brain[EM],1.0,0,emoji_annotations_text,[':brain:']
2486,high point,[EM]chart increasing[EM],1.0,0,emoji_annotations_text,[':chart_increasing:']
2339,high hope,[EM]flexed biceps[EM]flexed biceps[EM],1.0,0,emoji_annotations_text,"[':flexed_biceps:', ':flexed_biceps:']"
2671,domestic chore,[EM]bank[EM]broom[EM],1.0,0,emoji_annotations_text,"[':bank:', ':broom:']"
2262,deep concentration,[EM]open book[EM]open book[EM]open book[EM],1.0,0,emoji_annotations_text,"[':open_book:', ':open_book:', ':open_book:']"
1297,puzzling statement,[EM]red question mark[EM],1.0,0,emoji_annotations_text,[':red_question_mark:']
909,dirty money,[EM]smiling face with horns[EM]dollar banknote[EM]money bag[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_horns:', ':dollar_banknote:', ':money_bag:']"
90,big city,[EM]cityscape[EM],1.0,0,emoji_annotations_text,[':cityscape:']
1211,little man,[EM]man[EM]pinching hand[EM],1.0,0,emoji_annotations_text,"[':man:', ':pinching_hand:']"
292,hot forehead,[EM]face with spiral eyes[EM]collision[EM],1.0,0,emoji_annotations_text,"[':face_with_spiral_eyes:', ':collision:']"
2868,dry greeting,[EM]sun[EM]person raising hand[EM],1.0,0,emoji_annotations_text,"[':sun:', ':person_raising_hand:']"
326,bright sun,[EM]sun[EM],1.0,0,emoji_annotations_text,[':sun:']
25,big expenditure,[EM]money with wings[EM]money with wings[EM]money with wings[EM],1.0,0,emoji_annotations_text,"[':money_with_wings:', ':money_with_wings:', ':money_with_wings:']"
1282,ample waistline,[EM]woman standing[EM]smiling face with heart-eyes[EM]smiling face with heart-eyes[EM],1.0,0,emoji_annotations_text,"[':woman_standing:', ':smiling_face_with_heart-eyes:', ':smiling_face_with_heart-eyes:']"
93,big city,[EM]cityscape[EM]stadium[EM]building construction[EM]department store[EM]bank[EM]church[EM]mosque[EM]synagogue[EM]classical building[EM]foggy[EM],1.0,0,emoji_annotations_text,"[':cityscape:', ':stadium:', ':building_construction:', ':department_store:', ':bank:', ':church:', ':mosque:', ':synagogue:', ':classical_building:', ':foggy:']"
379,dark shadow,[EM]new moon[EM],1.0,0,emoji_annotations_text,[':new_moon:']
1362,dull sky,[EM]sun behind rain cloud[EM],1.0,0,emoji_annotations_text,[':sun_behind_rain_cloud:']
1286,ample waistline,[EM]woman dancing[EM]people with bunny ears[EM],1.0,0,emoji_annotations_text,"[':woman_dancing:', ':people_with_bunny_ears:']"
2790,internal organ,[EM]microscope[EM],1.0,0,emoji_annotations_text,[':microscope:']
2222,deep cut,[EM]kitchen knife[EM]anxious face with sweat[EM],1.0,0,emoji_annotations_text,"[':kitchen_knife:', ':anxious_face_with_sweat:']"
2340,high hope,[EM]up-right arrow[EM]glowing star[EM],1.0,0,emoji_annotations_text,"[':up-right_arrow:', ':glowing_star:']"
1215,little man,[EM]person in suit levitating[EM],1.0,0,emoji_annotations_text,[':person_in_suit_levitating:']
642,short smokestack,[EM]house[EM]cloud[EM],1.0,0,emoji_annotations_text,"[':house:', ':cloud:']"
2465,high river,[EM]foggy[EM],1.0,0,emoji_annotations_text,[':foggy:']
2724,intelligent question,[EM]nerd face[EM]red question mark[EM],1.0,0,emoji_annotations_text,"[':nerd_face:', ':red_question_mark:']"
2223,deep cut,[EM]woman getting haircut[EM],1.0,0,emoji_annotations_text,[':woman_getting_haircut:']
468,dark purpose,[EM]ogre[EM]smiling face with horns[EM],1.0,0,emoji_annotations_text,"[':ogre:', ':smiling_face_with_horns:']"
44,big voice,[EM]speaker high volume[EM]loudspeaker[EM],1.0,0,emoji_annotations_text,"[':speaker_high_volume:', ':loudspeaker:']"
2685,domestic animal,[EM]house[EM]dog face[EM]grinning cat[EM],1.0,0,emoji_annotations_text,"[':house:', ':dog_face:', ':grinning_cat:']"
2989,delicate china,[EM]China[EM],1.0,0,emoji_annotations_text,[':China:']
1118,full game,[EM]thumbs up[EM]video game[EM],1.0,0,emoji_annotations_text,"[':thumbs_up:', ':video_game:']"
3033,delicate flavor,[EM]star-struck[EM]thumbs up[EM],1.0,0,emoji_annotations_text,"[':star-struck:', ':thumbs_up:']"
883,dirty slum,[EM]angry face with horns[EM]clown face[EM],1.0,0,emoji_annotations_text,"[':angry_face_with_horns:', ':clown_face:']"
483,right bank,[EM]backhand index pointing right[EM]water wave[EM],1.0,0,emoji_annotations_text,"[':backhand_index_pointing_right:', ':water_wave:']"
73,big man,[EM]man curly hair[EM]person lifting weights[EM]flexed biceps[EM],1.0,0,emoji_annotations_text,"[':man_curly_hair:', ':person_lifting_weights:', ':flexed_biceps:']"
1746,thick smoke,[EM]fog[EM]fire[EM]fog[EM]fire[EM]fog[EM],1.0,0,emoji_annotations_text,"[':fog:', ':fire:', ':fog:', ':fire:', ':fog:']"
1961,warm body,[EM]sun with face[EM]woman and man holding hands[EM],1.0,0,emoji_annotations_text,"[':sun_with_face:', ':woman_and_man_holding_hands:']"
3082,fresh air,[EM]wind face[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,"[':wind_face:', ':leaf_fluttering_in_wind:']"
920,dirty overall,[EM]fly[EM]dna[EM],1.0,0,emoji_annotations_text,"[':fly:', ':dna:']"
1195,little boy,[EM]boy[EM],1.0,0,emoji_annotations_text,[':boy:']
3083,fresh air,[EM]wind face[EM],1.0,0,emoji_annotations_text,[':wind_face:']
1791,wrong paper,[EM]face screaming in fear[EM],1.0,0,emoji_annotations_text,[':face_screaming_in_fear:']
59,big group,[EM]family man man boy[EM],1.0,0,emoji_annotations_text,[':family_man_man_boy:']
2410,high ceiling,[EM]astonished face[EM]up arrow[EM],1.0,0,emoji_annotations_text,"[':astonished_face:', ':up_arrow:']"
2501,cool drink,[EM]COOL button[EM]cup with straw[EM],1.0,0,emoji_annotations_text,"[':COOL_button:', ':cup_with_straw:']"
393,dark day,[EM]cross mark[EM]tear-off calendar[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':tear-off_calendar:']"
2867,dry greeting,[EM]speaking head[EM]zipper-mouth face[EM],1.0,0,emoji_annotations_text,"[':speaking_head:', ':zipper-mouth_face:']"
2893,effective step,[EM]ladder[EM]chart increasing[EM]bar chart[EM],1.0,0,emoji_annotations_text,"[':ladder:', ':chart_increasing:', ':bar_chart:']"
1265,ample supply,[EM]money bag[EM]money bag[EM]money bag[EM],1.0,0,emoji_annotations_text,"[':money_bag:', ':money_bag:', ':money_bag:']"
2321,high forehead,[EM]nerd face[EM],1.0,0,emoji_annotations_text,[':nerd_face:']
3084,fresh air,[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,[':leaf_fluttering_in_wind:']
2814,internal mechanism,[EM]sport utility vehicle[EM]pick[EM],1.0,0,emoji_annotations_text,"[':sport_utility_vehicle:', ':pick:']"
2103,clear explanation,[EM]teacher[EM]light bulb[EM],1.0,0,emoji_annotations_text,"[':teacher:', ':light_bulb:']"
1469,low supply,[EM]sad but relieved face[EM],1.0,0,emoji_annotations_text,[':sad_but_relieved_face:']
304,bright future,[EM]bright button[EM]telescope[EM],1.0,0,emoji_annotations_text,"[':bright_button:', ':telescope:']"
1775,thick fog,[EM]fog[EM]face with medical mask[EM],1.0,0,emoji_annotations_text,"[':fog:', ':face_with_medical_mask:']"
2945,foreign nation,[EM]passport control[EM],1.0,0,emoji_annotations_text,[':passport_control:']
306,bright future,[EM]smiling face[EM]sunrise over mountains[EM],1.0,0,emoji_annotations_text,"[':smiling_face:', ':sunrise_over_mountains:']"
2157,clear-cut evidence,[EM]kitchen knife[EM]drop of blood[EM]magnifying glass tilted left[EM],1.0,0,emoji_annotations_text,"[':kitchen_knife:', ':drop_of_blood:', ':magnifying_glass_tilted_left:']"
1845,wrong medicine,[EM]cross mark[EM]pill[EM],1.0,0,emoji_annotations_text,"[':cross_mark:', ':pill:']"
2469,high river,[EM]up arrow[EM]water wave[EM],1.0,0,emoji_annotations_text,"[':up_arrow:', ':water_wave:']"
287,hot forehead,[EM]sneezing face[EM]face with thermometer[EM]pill[EM]face with head-bandage[EM],1.0,0,emoji_annotations_text,"[':sneezing_face:', ':face_with_thermometer:', ':pill:', ':face_with_head-bandage:']"
2323,high forehead,[EM]woman getting massage light skin tone[EM],1.0,0,emoji_annotations_text,[':woman_getting_massage_light_skin_tone:']
2392,high temperature,[EM]thermometer[EM]fire[EM]sun with face[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':fire:', ':sun_with_face:']"
2580,inadequate income,[EM]money bag[EM],1.0,0,emoji_annotations_text,[':money_bag:']
210,hot topic,[EM]heart on fire[EM],1.0,0,emoji_annotations_text,[':heart_on_fire:']
469,dark purpose,[EM]black heart[EM]bomb[EM],1.0,0,emoji_annotations_text,"[':black_heart:', ':bomb:']"
2342,high hope,[EM]smiling face with halo[EM]crossed fingers[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_halo:', ':crossed_fingers:']"
2236,deep voice,[EM]face without mouth[EM],1.0,0,emoji_annotations_text,[':face_without_mouth:']
193,hot stove,[EM]fire[EM],1.0,0,emoji_annotations_text,[':fire:']
1075,heavy metal,[EM]balance scale[EM]hammer and wrench[EM],1.0,0,emoji_annotations_text,"[':balance_scale:', ':hammer_and_wrench:']"
1073,heavy metal,[EM]warning[EM]wrench[EM]face with crossed-out eyes[EM],1.0,0,emoji_annotations_text,"[':warning:', ':wrench:', ':face_with_crossed-out_eyes:']"
2565,cool breeze,[EM]snowflake[EM]thermometer[EM],1.0,0,emoji_annotations_text,"[':snowflake:', ':thermometer:']"
1486,low cloud,[EM]down arrow[EM]foggy[EM],1.0,0,emoji_annotations_text,"[':down_arrow:', ':foggy:']"
2673,domestic chore,[EM]broom[EM]sponge[EM]lotion bottle[EM]soap[EM],1.0,0,emoji_annotations_text,"[':broom:', ':sponge:', ':lotion_bottle:', ':soap:']"
1749,thick smoke,[EM]hand with fingers splayed[EM]cigarette[EM],1.0,0,emoji_annotations_text,"[':hand_with_fingers_splayed:', ':cigarette:']"
227,hot merchandise,[EM]fire[EM]money-mouth face[EM]purse[EM]money with wings[EM]shopping bags[EM]shopping cart[EM],1.0,0,emoji_annotations_text,"[':fire:', ':money-mouth_face:', ':purse:', ':money_with_wings:', ':shopping_bags:', ':shopping_cart:']"
107,big tipper,[EM]clinking glasses[EM]money with wings[EM]money with wings[EM],1.0,0,emoji_annotations_text,"[':clinking_glasses:', ':money_with_wings:', ':money_with_wings:']"
286,hot forehead,[EM]thermometer[EM]hot face[EM],1.0,0,emoji_annotations_text,"[':thermometer:', ':hot_face:']"
1017,common housefly,[EM]mosquito[EM]ant[EM],1.0,0,emoji_annotations_text,"[':mosquito:', ':ant:']"
3108,sound approach,[EM]thumbs up[EM]face with monocle[EM],1.0,0,emoji_annotations_text,"[':thumbs_up:', ':face_with_monocle:']"
417,dark glass,[EM]new moon[EM],1.0,0,emoji_annotations_text,[':new_moon:']
2949,foreign nation,[EM]cowboy hat face[EM]chequered flag[EM],1.0,0,emoji_annotations_text,"[':cowboy_hat_face:', ':chequered_flag:']"
1708,thin air,[EM]pinching hand[EM]wind face[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':wind_face:']"
2841,dry land,[EM]cactus[EM]mount fuji[EM],1.0,0,emoji_annotations_text,"[':cactus:', ':mount_fuji:']"
2606,inadequate staff,[EM]downcast face with sweat[EM]office worker[EM],1.0,0,emoji_annotations_text,"[':downcast_face_with_sweat:', ':office_worker:']"
8,big business,[EM]money bag[EM]money bag[EM]necktie[EM],1.0,0,emoji_annotations_text,"[':money_bag:', ':money_bag:', ':necktie:']"
303,bright future,[EM]clapping hands[EM]crystal ball[EM]motorway[EM],1.0,0,emoji_annotations_text,"[':clapping_hands:', ':crystal_ball:', ':motorway:']"
72,big man,[EM]sun with face[EM]man beard[EM],1.0,0,emoji_annotations_text,"[':sun_with_face:', ':man_beard:']"
1151,full attention,[EM]nerd face[EM]hundred points[EM],1.0,0,emoji_annotations_text,"[':nerd_face:', ':hundred_points:']"
1692,thin soup,[EM]pinching hand[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':bowl_with_spoon:']"
552,right man,[EM]thumbs up[EM]boy[EM],1.0,0,emoji_annotations_text,"[':thumbs_up:', ':boy:']"
706,short month,[EM]keycap 2[EM]spiral calendar[EM],1.0,0,emoji_annotations_text,"[':keycap_2:', ':spiral_calendar:']"
2551,cool room,[EM]snowflake[EM],1.0,0,emoji_annotations_text,[':snowflake:']
