,query,top_hits_corpus,top_hits_score,top_hits_status
59,big man,[EM]man bald[EM]cross mark[EM]boy[EM]man[EM],0.8861842155456543,False
60,big tipper,[EM]man beard[EM]money bag[EM],0.9989487528800964,True
61,big tipper,[EM]thumbs up[EM]money with wings[EM],0.9988940954208374,True
62,big tipper,[EM]pancakes[EM]money with wings[EM],0.998608410358429,True
63,big tipper,[EM]money-mouth face[EM]man red hair[EM]money bag[EM],0.9983872175216675,True
64,big tipper,[EM]yen banknote[EM]yen banknote[EM]man getting massage[EM]man getting haircut[EM],0.9609481692314148,True
65,big voice,[EM]speaking head[EM]anger symbol[EM],0.9917515516281128,True
66,big voice,[EM]loudspeaker[EM]megaphone[EM],0.8397060632705688,True
67,big voice,[EM]speaking head[EM]loudspeaker[EM],0.8360591530799866,True
68,big voice,[EM]man standing[EM]flexed biceps[EM],0.8310325145721436,False
69,big voice,[EM]flexed biceps[EM]man standing[EM],0.8308294415473938,False
70,bright dress,[EM]sparkles[EM]dress[EM],0.9959261417388916,True
71,bright dress,[EM]sparkler[EM]dress[EM],0.9931578636169434,True
72,bright dress,[EM]bright button[EM]dress[EM]woman dancing[EM],0.992707371711731,True
73,bright dress,[EM]sun[EM]artist palette[EM]dress[EM],0.9926633238792419,True
74,bright dress,[EM]dress[EM]sparkles[EM],0.9793236255645752,True
75,bright future,[EM]sparkler[EM]crystal ball[EM],0.9919799566268921,True
76,bright future,[EM]sun[EM]crystal ball[EM],0.9904895424842834,True
77,bright future,[EM]smiling face with sunglasses[EM]man scientist[EM]woman health worker[EM]technologist[EM],0.9840620756149292,True
78,bright future,[EM]hourglass not done[EM]fast-forward button[EM]thumbs up[EM]thumbs up[EM],0.9839265942573547,True
79,bright future,[EM]crystal ball[EM]glasses[EM],0.9433954358100891,False
80,bright room,[EM]sparkler[EM]school[EM],0.9493163824081421,True
81,bright room,[EM]light bulb[EM]candle[EM]house[EM],0.9421844482421875,True
82,bright room,[EM]sun[EM]school[EM],0.9371063709259033,True
83,bright room,[EM]bright button[EM]men’s room[EM]women’s room[EM],0.827749490737915,True
84,bright room,[EM]hot face[EM]school[EM],0.738937497138977,False
85,bright sun,[EM]sun[EM]glowing star[EM],0.998649001121521,True
86,bright sun,[EM]sun[EM]bright button[EM],0.9977738857269287,True
87,bright sun,[EM]sparkler[EM]sun[EM],0.9962159395217896,True
88,bright sun,[EM]sparkles[EM]sun[EM],0.9957014918327332,True
89,bright sun,[EM]glowing star[EM]sun behind small cloud[EM]sunset[EM]sunrise[EM],0.9945304989814758,True
90,clear air,[EM]dashing away[EM]sparkles[EM]cross mark[EM]microbe[EM],0.9923656582832336,True
91,clear air,[EM]wind face[EM]leaf fluttering in wind[EM]thumbs up[EM],0.9872187972068787,True
92,clear air,[EM]relieved face[EM]sparkles[EM]sparkles[EM],0.9195019602775574,False
93,clear air,[EM]thumbs up light skin tone[EM]wind face[EM],0.9140065908432007,True
94,clear air,[EM]detective[EM]microscope[EM]kitchen knife[EM]drop of blood[EM]light bulb[EM],0.886105477809906,False
95,clear case,[EM]window[EM]briefcase[EM],0.9879823327064514,True
96,clear case,[EM]detective[EM]microscope[EM]kitchen knife[EM]drop of blood[EM]light bulb[EM],0.9848976135253906,True
97,clear case,[EM]check mark[EM]briefcase[EM],0.9827753901481628,True
98,clear case,[EM]thumbs up light skin tone[EM]wind face[EM],0.9524405598640442,False
99,clear case,[EM]magnifying glass tilted right[EM]briefcase[EM],0.93648362159729,True
100,clear complexion,[EM]smiling face with heart-eyes[EM]lotion bottle[EM],0.9970409274101257,True
101,clear complexion,[EM]magnifying glass tilted right[EM]woman light skin tone[EM],0.9963473081588745,True
102,clear complexion,[EM]woman[EM]sparkles[EM],0.996321976184845,True
103,clear complexion,[EM]woman getting massage[EM]OK hand[EM],0.9954209923744202,True
104,clear complexion,[EM]magnifying glass tilted right[EM]briefcase[EM],0.8533776998519897,False
105,clear explanation,[EM]check mark[EM]speaking head[EM],0.9942642450332642,True
106,clear explanation,[EM]speaking head[EM]light bulb[EM],0.9931778907775879,True
107,clear explanation,[EM]thinking face[EM]white question mark[EM]man teacher[EM]speaking head[EM]light bulb[EM]check mark button[EM]grinning face[EM],0.9931200742721558,True
108,clear explanation,[EM]woman teacher[EM]hundred points[EM]speaking head[EM],0.9930194616317749,True
109,clear explanation,[EM]magnifying glass tilted right[EM]speaking head[EM],0.9925975799560547,True
110,clear glass,[EM]glasses[EM]tumbler glass[EM],0.998005211353302,True
111,clear glass,[EM]tumbler glass[EM]magnifying glass tilted right[EM],0.9977145195007324,True
112,clear glass,[EM]magnifying glass tilted right[EM]glass of milk[EM],0.9972841143608093,True
113,clear glass,[EM]glasses[EM]magnifying glass tilted left[EM]sparkles[EM]sparkles[EM],0.9968762397766113,True
114,clear glass,[EM]tumbler glass[EM]sparkles[EM],0.991126537322998,True
115,clear idea,[EM]brain[EM]astonished face[EM]OK button[EM],0.9958558082580566,True
116,clear idea,[EM]check mark[EM]light bulb[EM],0.9958400726318359,True
117,clear idea,[EM]bookmark tabs[EM]thumbs up light skin tone[EM],0.9949496984481812,True
118,clear idea,[EM]window[EM]light bulb[EM],0.994553804397583,True
119,clear idea,[EM]speech balloon[EM]astonished face[EM]OK button[EM],0.9895218014717102,False
120,clear indication,[EM]astonished face[EM]astonished face[EM]OK button[EM],0.9948863983154297,True
121,clear indication,[EM]speech balloon[EM]astonished face[EM]OK button[EM],0.9902292490005493,False
122,clear indication,[EM]check mark[EM]light bulb[EM],0.9840089082717896,False
123,clear indication,[EM]brain[EM]astonished face[EM]OK button[EM],0.980968713760376,False
124,clear indication,[EM]bookmark tabs[EM]thumbs up light skin tone[EM],0.9790247678756714,False
125,clear water,[EM]check mark[EM]droplet[EM],0.9944689273834229,True
126,clear water,[EM]thumbs up[EM]sweat droplets[EM]droplet[EM],0.993556797504425,True
127,clear water,[EM]droplet[EM]droplet[EM]microscope[EM]sparkles[EM]cross mark[EM]microbe[EM],0.993141233921051,True
128,clear water,[EM]droplet[EM]droplet[EM]sparkles[EM],0.9930968284606934,True
129,clear water,[EM]magnifying glass tilted right[EM]sweat droplets[EM],0.9675077795982361,True
130,clear-cut evidence,[EM]magnifying glass tilted right[EM]bookmark tabs[EM],0.9959971904754639,True
131,clear-cut evidence,[EM]check mark[EM]page with curl[EM],0.9959363341331482,True
132,clear-cut evidence,[EM]antenna bars[EM]face with open mouth[EM]sparkles[EM]thumbs up[EM],0.9958760738372803,True
133,clear-cut evidence,[EM]scroll[EM]magnifying glass tilted right[EM],0.9952840209007263,True
134,clear-cut evidence,[EM]magnifying glass tilted left[EM]man detective[EM]party popper[EM],0.9948122501373291,True
135,common brand,[EM]play button[EM]shopping cart[EM]purse[EM],0.9972314238548279,True
136,common brand,[EM]palms up together[EM]mobile phone[EM],0.9971184134483337,True
137,common brand,[EM]shopping bags[EM]shopping bags[EM]counterclockwise arrows button[EM],0.9968448877334595,True
138,common brand,[EM]busts in silhouette[EM]luggage[EM]purse[EM]briefcase[EM]backpack[EM]handbag[EM]busts in silhouette[EM],0.9967572093009949,True
139,common brand,[EM]glasses[EM]clutch bag[EM]dress[EM]necktie[EM]copyright[EM],0.9966641664505005,True
140,common housefly,[EM]busts in silhouette[EM]fly[EM],0.9983903169631958,True
141,common housefly,[EM]fly[EM]neutral face[EM],0.9983034133911133,True
142,common housefly,[EM]palms up together[EM]fly[EM],0.987926721572876,True
143,common housefly,[EM]busts in silhouette[EM]busts in silhouette[EM]fly[EM],0.9825162291526794,True
144,common housefly,[EM]fork and knife with plate[EM]fly[EM],0.967832088470459,False
145,common knowledge,[EM]palms up together[EM]brain[EM],0.990119218826294,True
146,common knowledge,[EM]disguised face[EM]woman and man holding hands[EM]palms up together[EM],0.9898843765258789,True
147,common knowledge,[EM]brain[EM]brain[EM]globe showing Americas[EM],0.9890149831771851,True
148,common knowledge,[EM]busts in silhouette[EM]books[EM]open book[EM]busts in silhouette[EM],0.9852745532989502,True
149,common knowledge,[EM]busts in silhouette[EM]books[EM],0.9565696716308594,True
150,common land,[EM]busts in silhouette[EM]mountain[EM],0.9883102178573608,True
151,common land,[EM]palms up together[EM]cityscape at dusk[EM],0.9868606328964233,True
152,common land,[EM]handshake[EM]desert island[EM],0.9857317805290222,True
153,common land,[EM]cityscape at dusk[EM]cityscape[EM]bridge at night[EM]desert island[EM],0.9855280518531799,True
154,common land,[EM]busts in silhouette[EM]desert island[EM]raising hands[EM]busts in silhouette[EM],0.9197430610656738,True
155,common man,[EM]play button[EM]boy[EM]boy[EM]boy[EM],0.997551441192627,True
156,common man,[EM]person standing[EM]person standing[EM]person shrugging[EM],0.9968274831771851,True
157,common man,[EM]person standing[EM]woman standing[EM]man standing[EM],0.9616578221321106,False
158,common man,[EM]man standing[EM]woman standing[EM]person standing[EM],0.9597125053405762,False
159,common man,[EM]man standing[EM]person standing[EM],0.9552739858627319,False
160,common nuisance,[EM]palms up together[EM]man gesturing NO[EM],0.9978866577148438,True
161,common nuisance,[EM]busts in silhouette[EM]fly[EM]cockroach[EM]spider[EM]busts in silhouette[EM],0.9976335763931274,True
162,common nuisance,[EM]unamused face[EM]anger symbol[EM]man frowning[EM],0.9974983930587769,True
163,common nuisance,[EM]cross mark[EM]up-right arrow[EM]up-left arrow[EM]cross mark button[EM],0.7058347463607788,False
164,common nuisance,[EM]mount fuji[EM]skull and crossbones[EM]biohazard[EM],0.6875055432319641,False
165,common parlance,[EM]palms up together[EM]handshake[EM],0.9966936707496643,True
166,common parlance,[EM]clapping hands[EM]boy[EM]person curly hair[EM],0.9957345724105835,True
167,common parlance,[EM]notebook[EM]notebook with decorative cover[EM]speech balloon[EM]thought balloon[EM],0.9957119226455688,True
168,common parlance,[EM]speaking head[EM]left-right arrow[EM]speaking head[EM],0.9947922229766846,True
169,common parlance,[EM]busts in silhouette[EM]speaking head[EM],0.9944421052932739,True
170,common procedure,[EM]play button[EM]ladder[EM],0.9900403618812561,True
171,common procedure,[EM]busts in silhouette[EM]clockwise vertical arrows[EM],0.9886823892593384,True
172,common procedure,[EM]busts in silhouette[EM]syringe[EM]stethoscope[EM]adhesive bandage[EM]drop of blood[EM]health worker[EM]busts in silhouette[EM],0.9837300181388855,True
173,common procedure,[EM]counterclockwise arrows button[EM]health worker[EM]syringe[EM],0.9212855100631714,True
174,common procedure,[EM]busts in silhouette[EM]weary face[EM],0.8879517912864685,False
175,common sailor,[EM]sailboat[EM]man light skin tone[EM]anchor[EM],0.9971790313720703,True
176,common sailor,[EM]play button[EM]sailboat[EM],0.9968658685684204,True
177,common sailor,[EM]man pilot[EM]anchor[EM],0.9962472915649414,True
178,common sailor,[EM]palms up together[EM]sailboat[EM]man[EM],0.8788972496986389,True
179,common sailor,[EM]play button[EM]brick[EM],0.8563596606254578,False
180,constant lover,[EM]mantelpiece clock[EM]zzz[EM]people hugging[EM],0.9979003071784973,True
181,constant lover,[EM]woman frowning[EM]red heart[EM]man frowning[EM]infinity[EM],0.9978551268577576,True
182,constant lover,[EM]heart with arrow[EM]couple with heart woman man[EM]clockwise vertical arrows[EM],0.9976492524147034,True
183,constant lover,[EM]repeat single button[EM]couple with heart[EM]couple with heart woman man[EM]couple with heart woman woman[EM],0.9975849390029907,True
184,constant lover,[EM]men holding hands[EM]kiss man man[EM]hourglass not done[EM]hourglass done[EM]revolving hearts[EM]man white hair[EM]man white hair[EM],0.7827896475791931,True
185,constant pain,[EM]infinity[EM]broken heart[EM],0.9981698989868164,True
186,constant pain,[EM]face with head-bandage[EM]health worker[EM],0.9973330497741699,True
187,constant pain,[EM]hourglass not done[EM]persevering face[EM]face with head-bandage[EM],0.9961880445480347,True
188,constant pain,[EM]face with head-bandage[EM]scissors[EM],0.9603722095489502,False
189,constant pain,[EM]sad but relieved face[EM]syringe[EM]face with head-bandage[EM],0.9361040592193604,True
190,cool breeze,[EM]cold face[EM]dashing away[EM],0.9941914081573486,True
191,cool breeze,[EM]ice[EM]wind face[EM]dashing away[EM],0.9924964308738708,True
192,cool breeze,[EM]ice[EM]wind face[EM],0.9875434637069702,True
193,cool breeze,[EM]dashing away[EM]dashing away[EM]sparkles[EM],0.9661951661109924,False
194,cool breeze,[EM]droplet[EM]ice[EM]snowflake[EM],0.8957841992378235,False
195,cool drink,[EM]ice[EM]cocktail glass[EM],0.9990119934082031,True
196,cool drink,[EM]ice[EM]tropical drink[EM]beer mug[EM],0.9988757371902466,True
197,cool drink,[EM]ice[EM]bottle with popping cork[EM],0.9988740682601929,True
198,cool drink,[EM]ice[EM]tumbler glass[EM],0.9988689422607422,True
199,cool drink,[EM]COOL button[EM]cup with straw[EM],0.9987469911575317,True
200,cool reception,[EM]smiling face with sunglasses[EM]confetti ball[EM],0.970228910446167,True
201,cool reception,[EM]slightly smiling face[EM]smiling face[EM]waving hand[EM],0.9695420265197754,True
202,cool reception,[EM]COOL button[EM]hotel[EM]bellhop bell[EM]telephone[EM],0.9685525894165039,True
203,cool reception,[EM]ice[EM]handshake[EM],0.9679353833198547,True
204,cool reception,[EM]woman standing[EM]studio microphone[EM]telephone[EM],0.9675428867340088,True
205,cool relation,[EM]COOL button[EM]people holding hands[EM],0.9979314804077148,True
206,cool relation,[EM]COOL button[EM]woman and man holding hands[EM],0.9975732564926147,True
207,cool relation,[EM]dashing away[EM]men holding hands[EM],0.9975194334983826,True
208,cool relation,[EM]ice[EM]man standing[EM]woman standing[EM],0.9974478483200073,True
209,cool relation,[EM]ice[EM]men holding hands[EM],0.9897744655609131,True
210,cool room,[EM]ice[EM]house[EM],0.9897425174713135,True
211,cool room,[EM]COOL button[EM]couch and lamp[EM],0.9773802757263184,True
212,cool room,[EM]COOL button[EM]house[EM],0.9768043756484985,True
213,cool room,[EM]cold face[EM]gloves[EM]scarf[EM]wind face[EM]coat[EM]house[EM],0.9760160446166992,True
214,cool room,[EM]dashing away[EM]person in bed[EM],0.9749892354011536,True
215,cozy nook,[EM]sleeping face[EM]couch and lamp[EM],0.9972491264343262,True
216,cozy nook,[EM]smiling face with hearts[EM]couch and lamp[EM],0.9939115047454834,True
217,cozy nook,[EM]couch and lamp[EM]hot beverage[EM]relieved face[EM],0.993866503238678,True
218,cozy nook,[EM]smiling face with smiling eyes[EM]bed[EM],0.9935460090637207,True
219,cozy nook,[EM]couch and lamp[EM]smiling face with hearts[EM],0.99241703748703,True
220,cozy room,[EM]bed[EM]smiling face with hearts[EM],0.99824458360672,True
221,cozy room,[EM]grinning face with smiling eyes[EM]person in bed[EM],0.9979771375656128,True
222,cozy room,[EM]relieved face[EM]house[EM]house with garden[EM]window[EM],0.997430145740509,True
223,cozy room,[EM]smiling face with hearts[EM]door[EM],0.9969639778137207,True
224,cozy room,[EM]bed[EM]couch and lamp[EM]zzz[EM]candle[EM],0.9944570064544678,True
225,critical element,[EM]double exclamation mark[EM]rescue worker’s helmet[EM],0.9969562888145447,True
226,critical element,[EM]Japanese bargain button[EM]SOS button[EM],0.9961382746696472,True
227,critical element,[EM]fire[EM]droplet[EM]snowflake[EM]high voltage[EM]dragon[EM],0.9959838390350342,True
228,critical element,[EM]atom symbol[EM]petri dish[EM]double exclamation mark[EM],0.9956417083740234,True
229,critical element,[EM]skull[EM]red exclamation mark[EM],0.9072492122650146,False
230,critical illness,[EM]face with medical mask[EM]face with thermometer[EM]face with head-bandage[EM],0.9970743656158447,True
231,critical illness,[EM]face with thermometer[EM]double exclamation mark[EM],0.9968533515930176,True
232,critical illness,[EM]face vomiting[EM]man health worker[EM],0.9964061379432678,True
233,critical illness,[EM]face with thermometer[EM]police car light[EM],0.8277285695075989,True
234,critical illness,[EM]drop of blood[EM]face with head-bandage[EM],0.7936710715293884,False
235,critical mass,[EM]balance scale[EM]woman judge[EM]man judge[EM],0.9979934692382812,True
236,critical mass,[EM]balance scale[EM]red exclamation mark[EM]red exclamation mark[EM]red exclamation mark[EM],0.9971486926078796,True
237,critical mass,[EM]red exclamation mark[EM]balance scale[EM]elephant[EM],0.9971084594726562,True
238,critical mass,[EM]pinching hand[EM]atom symbol[EM]red exclamation mark[EM],0.9969831705093384,True
239,critical mass,[EM]double exclamation mark[EM]balance scale[EM],0.9543865919113159,True
240,critical shortage,[EM]police car light[EM]chart decreasing[EM],0.9977977871894836,True
241,critical shortage,[EM]cross mark[EM]bread[EM]skull and crossbones[EM],0.9971065521240234,True
242,critical shortage,[EM]hourglass done[EM]cross mark[EM]basket[EM],0.9969239830970764,True
243,critical shortage,[EM]spiral notepad[EM]cross mark[EM]skull[EM],0.9795777797698975,False
244,critical shortage,[EM]chart decreasing[EM]clipboard[EM]check mark button[EM],0.9196407794952393,False
245,critical stage,[EM]old key[EM]chart increasing[EM],0.998146116733551,True
246,critical stage,[EM]check mark[EM]thumbs up[EM]cross mark[EM]skull and crossbones[EM],0.9979169368743896,True
247,critical stage,[EM]double exclamation mark[EM]footprints[EM],0.9977821707725525,True
248,critical stage,[EM]chart increasing[EM]chart decreasing[EM]red exclamation mark[EM]red exclamation mark[EM],0.9975546598434448,True
249,critical stage,[EM]police car light[EM]crossed fingers[EM],0.9973012208938599,True
250,critical temperature,[EM]red exclamation mark[EM]thermometer[EM],0.9982820749282837,True
251,critical temperature,[EM]thermometer[EM]warning[EM],0.9982724189758301,True
252,critical temperature,[EM]face with thermometer[EM]hospital[EM],0.9979763031005859,True
253,critical temperature,[EM]red exclamation mark[EM]red exclamation mark[EM]thermometer[EM]thermometer[EM]thermometer[EM],0.9975699782371521,True
254,critical temperature,[EM]hot springs[EM]face with head-bandage[EM],0.9974946975708008,True
255,dark corner,[EM]black circle[EM]brick[EM],0.9954608082771301,True
256,dark corner,[EM]new moon[EM]boomerang[EM],0.9951896667480469,True
257,dark corner,[EM]sunglasses[EM]house[EM],0.9946794509887695,True
258,dark corner,[EM]sunglasses[EM]ballot box with ballot[EM],0.9936692714691162,True
259,dark corner,[EM]flashlight[EM]prohibited[EM]prohibited[EM],0.9929572343826294,True
260,dark day,[EM]cloud with lightning and rain[EM]fog[EM]new moon[EM],0.9962754249572754,True
261,dark day,[EM]tornado[EM]fog[EM]fog[EM],0.9949548244476318,True
262,dark day,[EM]sunglasses[EM]sunrise[EM],0.9948338270187378,True
263,dark day,[EM]smiling face with horns[EM]footprints[EM],0.9944398403167725,True
264,dark day,[EM]black circle[EM]tear-off calendar[EM],0.9714723825454712,True
265,dark glass,[EM]black circle[EM]glass of milk[EM],0.9965707063674927,True
266,dark glass,[EM]sunglasses[EM]glass of milk[EM],0.9923937320709229,True
267,dark glass,[EM]sunglasses[EM]angry face with horns[EM],0.9687447547912598,False
268,dark glass,[EM]spade suit[EM]angry face with horns[EM],0.9211547374725342,False
269,dark glass,[EM]angry face with horns[EM]smiling face with horns[EM],0.8840115070343018,False
270,dark purpose,[EM]new moon[EM]face with crossed-out eyes[EM]skull[EM],0.9934834241867065,True
271,dark purpose,[EM]smiling face with horns[EM]red question mark[EM]woman shrugging[EM],0.9924681186676025,True
272,dark purpose,[EM]sunglasses[EM]person in suit levitating[EM],0.9047263264656067,False
273,dark purpose,[EM]new moon[EM]smiling face with horns[EM]ogre[EM],0.8743480443954468,True
274,dark purpose,[EM]weary face[EM]face with rolling eyes[EM]writing hand light skin tone[EM]memo[EM],0.8117526769638062,False
275,dark shadow,[EM]sunglasses[EM]sunglasses[EM]bust in silhouette[EM],0.996151328086853,True
276,dark shadow,[EM]new moon[EM]bust in silhouette[EM],0.9957576394081116,True
277,dark shadow,[EM]cross mark[EM]light bulb[EM]person standing[EM],0.9956064224243164,True
278,dark shadow,[EM]new moon[EM]men’s room[EM],0.9950214624404907,True
279,dark shadow,[EM]black circle[EM]busts in silhouette[EM],0.9795823097229004,True
280,dark undercurrent,[EM]new moon[EM]no one under eighteen[EM]water wave[EM],0.9940108060836792,True
281,dark undercurrent,[EM]black circle[EM]water wave[EM],0.9928069114685059,True
282,dark undercurrent,[EM]sunglasses[EM]water wave[EM],0.9916501641273499,True
283,dark undercurrent,[EM]angry face with horns[EM]smiling face with horns[EM],0.8889251947402954,False
284,dark undercurrent,[EM]black circle[EM]busts in silhouette[EM],0.8744810819625854,False
285,deep breath,[EM]wind face[EM]lungs[EM],0.9985508918762207,True
286,deep breath,[EM]face with open mouth[EM]lungs[EM],0.9985219836235046,True
287,deep breath,[EM]nose[EM]dashing away[EM],0.9980453252792358,True
288,deep breath,[EM]hole[EM]face exhaling[EM],0.9980154633522034,True
289,deep breath,[EM]yawning face[EM]face with open mouth[EM]face exhaling[EM],0.9979040622711182,True
290,deep concentration,[EM]hole[EM]shushing face[EM],0.9920415878295898,True
291,deep concentration,[EM]hole[EM]speaking head[EM],0.9318133592605591,False
292,deep concentration,[EM]watch[EM]open book[EM],0.8970035910606384,False
293,deep concentration,[EM]dashing away[EM]ladder[EM],0.8002781867980957,False
294,deep concentration,[EM]hole[EM]eyes[EM],0.7997561693191528,False
295,deep cut,[EM]scissors[EM]drop of blood[EM],0.9968708157539368,True
296,deep cut,[EM]drop of blood[EM]face screaming in fear[EM]face with crossed-out eyes[EM]kitchen knife[EM],0.9949835538864136,True
297,deep cut,[EM]index pointing up[EM]kitchen knife[EM]drop of blood[EM]drop of blood[EM],0.7550048828125,True
298,deep cut,[EM]hole[EM]scissors[EM],0.72653728723526,True
299,deep cut,[EM]persevering face[EM]men holding hands[EM]men holding hands[EM]women holding hands[EM],0.7131624221801758,False
300,deep emotion,[EM]hole[EM]face savoring food[EM],0.9961596727371216,True
301,deep emotion,[EM]fast down button[EM]crying face[EM]loudly crying face[EM],0.9957455396652222,True
302,deep emotion,[EM]hole[EM]speaking head[EM],0.8379482626914978,False
303,deep emotion,[EM]hole[EM]eyes[EM],0.8365727663040161,False
304,deep emotion,[EM]face with spiral eyes[EM]face without mouth[EM],0.8208256959915161,False
305,deep sigh,[EM]face exhaling[EM]sad but relieved face[EM]confused face[EM],0.9990140199661255,True
306,deep sigh,[EM]face with steam from nose[EM]wind face[EM],0.9987614154815674,True
307,deep sigh,[EM]face with steam from nose[EM]disappointed face[EM],0.9983618855476379,False
